gouvernorat,delegation,prix,superficie,chambres,salle_de_bains,etat,etage
tunis,Ariana Ville,450000.0,160,3.0,2.0,Bon état,
tunis,Ariana Ville,319000.0,135,3.0,2.0,Moins d'un an,2ème
tunis,Les Berges Du Lac,380000.0,220,3.0,3.0,1-5 ans,2ème
tunis,Ariana Ville,240000.0,81,2.0,1.0,Nouveau,
tunis,Bab Bhar,400000.0,130,5.0,1.0,Nouveau,
tunis,El Ouardia,319000.0,95,3.0,1.0,Nouveau,
tunis,Aouina,580000.0,220,2.0,2.0,Moins d'un an,
tunis,Ain Zaghouan,327594.6371118795,175,3.0,2.0,Nouveau,
tunis,Aouina,280000.0,300,3.0,3.0,Moins d'un an,
tunis,La Goulette,368500.0,142,3.0,2.0,Bon état,
tunis,Aouina,295000.0,144,2.0,1.0,Moins d'un an,
tunis,Aouina,435000.0,108,2.0,2.0,Moins d'un an,4ème
tunis,Aouina,300000.0,125,3.0,2.0,Moins d'un an,1er
tunis,Aouina,1067479.3841262616,103,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,672155.3251382516,84,,,,
tunis,Ariana Ville,484589.90497219993,112,2.0,1.0,Bon état,
tunis,Ariana Ville,285991.14409019763,120,2.0,1.0,Nouveau,
tunis,Aouina,521000.0,156,4.0,1.0,Bon état,
tunis,Ain Zaghouan,455000.0,144,4.0,3.0,Bon état,
tunis,Ariana Ville,477000.0,82,1.0,1.0,Nouveau,
tunis,Les Berges Du Lac,1406069.983685388,77,3.0,1.0,10-20 ans,1er
tunis,Aouina,800000.0,108,2.0,2.0,Nouveau,3ème
tunis,Ariana Ville,850000.0,135,2.0,2.0,1-5 ans,
tunis,Ariana Ville,900000.0,76,1.0,1.0,Nouveau,
tunis,Ain Zaghouan,550000.0,65,1.0,1.0,5-10 ans,
tunis,Ariana Ville,880000.0,235,4.0,4.0,Moins d'un an,
tunis,Ariana Ville,69000.0,174,3.0,3.0,Moins d'un an,
tunis,Ariana Ville,590000.0,132,2.0,2.0,Moins d'un an,1er
tunis,Ariana Ville,260075000.0,65,1.0,1.0,Moins d'un an,2ème
tunis,Ain Zaghouan,950000.0,135,1.0,,,
tunis,Gammarth,100000.0,295,3.0,2.0,1-5 ans,
tunis,Ain Zaghouan,899079.0,122,1.0,,,
tunis,Ain Zaghouan,1100000.0,123,1.0,,,
tunis,El Manar,810000.0,300,4.0,4.0,1-5 ans,
tunis,Ariana Ville,1874000.0,165,3.0,2.0,10-20 ans,
tunis,El Ouardia,750000.0,300,4.0,3.0,1-5 ans,3ème
tunis,Ain Zaghouan,1250000.0,300,12.0,4.0,À rénover,
tunis,Les Berges Du Lac,390000.0,144,2.0,2.0,5-10 ans,4ème
tunis,Ariana Ville,1972000.0,183,3.0,2.0,Bon état,
tunis,Le Bardo,220000.0,58,1.0,1.0,Bon état,
tunis,Gammarth,380000.0,128,3.0,3.0,1-5 ans,2ème
tunis,Les Berges Du Lac,350000.0,200,3.0,1.0,Nouveau,
tunis,Gammarth,335000.0,150,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,760000.0,100,2.0,1.0,Bon état,
tunis,Ain Zaghouan,560000.0,253,3.0,3.0,Nouveau,
tunis,Les Berges Du Lac,234000.0,200,3.0,2.0,Nouveau,
tunis,Ariana Ville,229000.0,165,3.0,1.0,,1er
tunis,Les Berges Du Lac,390000.0,267,3.0,2.0,Nouveau,
tunis,Ariana Ville,950000.0,250,3.0,2.0,Nouveau,1er
tunis,Ariana Ville,590000.0,300,4.0,2.0,Nouveau,
tunis,Ain Zaghouan,765825.2033735348,120,2.0,1.0,5-10 ans,
tunis,Les Berges Du Lac,330000.0,262,3.0,1.0,Nouveau,
tunis,Aouina,550000.0,85,2.0,1.0,Bon état,
tunis,Ariana Ville,533165.0,110,2.0,1.0,Bon état,
tunis,Ariana Ville,620000.0,192,3.0,1.0,Bon état,
tunis,Aouina,530000.0,138,3.0,2.0,10-20 ans,3ème
tunis,Ain Zaghouan,1110000.0,185,3.0,3.0,1-5 ans,7ème
tunis,Ariana Ville,883000.0,150,2.0,2.0,Nouveau,
tunis,Aouina,1342000.0,65,1.0,1.0,Moins d'un an,1er
tunis,Aouina,1485000.0,60,1.0,1.0,Moins d'un an,
tunis,Aouina,270253.1514452238,120,3.0,3.0,5-10 ans,
tunis,Ariana Ville,982000.0,200,,,,
tunis,Ariana Ville,460000.0,125,3.0,1.0,Nouveau,
tunis,Les Berges Du Lac,390000.0,150,3.0,2.0,1-5 ans,1er
tunis,Aouina,1800000.0,101,3.0,2.0,10-20 ans,
tunis,El Ouardia,450000.0,200,2.0,1.0,Bon état,
tunis,Aouina,695000.0,140,4.0,1.0,Nouveau,
tunis,Ain Zaghouan,855000.0,182,4.0,3.0,Bon état,
tunis,Ariana Ville,360000.0,146,,,,
tunis,Ariana Ville,90000.0,154,2.0,3.0,Moins d'un an,
tunis,Ariana Ville,340000.0,221,3.0,3.0,Moins d'un an,
tunis,Ariana Ville,780000.0,202,3.0,4.0,Moins d'un an,2ème
tunis,Les Berges Du Lac,480000.0,225,3.0,2.0,Nouveau,
tunis,Ariana Ville,276000.0,68,1.0,1.0,Moins d'un an,2ème
tunis,Ain Zaghouan,477000.0,265,4.0,3.0,Moins d'un an,
tunis,Les Berges Du Lac,377000.0,105,2.0,1.0,Bon état,
tunis,Ariana Ville,490000.0,102,2.0,1.0,1-5 ans,5ème
tunis,Ariana Ville,295000.0,273,4.0,4.0,Nouveau,
tunis,Ariana Ville,240000.0,110,2.0,1.0,5-10 ans,
tunis,Ariana Ville,380000.0,150,3.0,2.0,Nouveau,
tunis,Ariana Ville,500000.0,172,3.0,2.0,,1er
tunis,Aouina,470000.0,200,3.0,2.0,10-20 ans,
tunis,Ariana Ville,212000.0,100,1.0,1.0,Bon état,
tunis,Gammarth,685000.0,85,,,,
tunis,Ariana Ville,650000.0,181,3.0,2.0,Nouveau,
tunis,Ariana Ville,242640.15269281322,120,2.0,2.0,1-5 ans,4ème
tunis,Ariana Ville,400000.0,67,1.0,1.0,1-5 ans,7ème
tunis,Ain Zaghouan,315000.0,124,2.0,1.0,Nouveau,
tunis,Aouina,455000.0,120,2.0,1.0,Nouveau,
tunis,Ain Zaghouan,340000.0,131,3.0,2.0,Nouveau,
tunis,Le Bardo,400000.0,101,,,,
tunis,Le Bardo,380000.0,107,,,,
tunis,Ain Zaghouan,734911.739659034,112,2.0,2.0,Nouveau,
tunis,Ariana Ville,1250000.0,111,2.0,2.0,Nouveau,
tunis,Aouina,320000.0,300,2.0,1.0,Nouveau,
tunis,Ain Zaghouan,500000.0,61,2.0,1.0,Nouveau,
tunis,Ariana Ville,700000.0,126,2.0,2.0,Nouveau,
tunis,Ain Zaghouan,120000.0,155,4.0,3.0,1-5 ans,7ème
tunis,Ariana Ville,210000.0,60,2.0,1.0,Moins d'un an,
tunis,Ain Zaghouan,256000.0,130,2.0,1.0,À rénover,
tunis,El Ouardia,205000.0,170,3.0,2.0,10-20 ans,2ème
tunis,Ain Zaghouan,195000.0,122,2.0,3.0,Moins d'un an,
tunis,Aouina,180000.0,123,2.0,2.0,1-5 ans,6ème
tunis,Aouina,1100000.0,120,2.0,1.0,Moins d'un an,3ème
tunis,Aouina,425000.0,145,4.0,2.0,Bon état,
tunis,Ariana Ville,550000.0,182,3.0,2.0,Bon état,
tunis,Gammarth,115000.0,200,4.0,3.0,Bon état,
tunis,Cite El Khadra,445690.29918459646,110,2.0,,20-30 ans,3ème
tunis,Ariana Ville,407000.0,111,2.0,2.0,Moins d'un an,
tunis,La Goulette,486000.0,200,4.0,3.0,Nouveau,
tunis,Ariana Ville,486000.0,100,2.0,1.0,Bon état,
tunis,Ain Zaghouan,505000.0,84,1.0,1.0,Bon état,
tunis,Ain Zaghouan,493000.0,70,1.0,1.0,Nouveau,
tunis,El Ouardia,501000.0,99,,,,
tunis,Ariana Ville,825000.0,39,,,,
tunis,Cite El Khadra,410000.0,93,,,,
tunis,Ariana Ville,450000.0,220,,,,
tunis,Ain Zaghouan,980000.0,147,3.0,2.0,Bon état,
tunis,Montfleury,300000.0,185,3.0,2.0,Moins d'un an,1er
tunis,Bab Bhar,210000.0,81,2.0,1.0,À rénover,
tunis,Ain Zaghouan,466690.0,135,2.0,1.0,Moins d'un an,4ème
tunis,Ain Zaghouan,760000.0,110,1.0,,,
tunis,Ain Zaghouan,340000.0,131,2.0,3.0,Nouveau,
tunis,Ain Zaghouan,220000.0,131,1.0,,,
tunis,Ain Zaghouan,250000.0,151,2.0,1.0,Moins d'un an,
tunis,Ain Zaghouan,1100000.0,132,1.0,,,
tunis,Ain Zaghouan,980000.0,152,2.0,1.0,Nouveau,
tunis,Gammarth,1250000.0,189,,,,
tunis,Ain Zaghouan,800000.0,110,2.0,2.0,Moins d'un an,4ème
tunis,Ain Zaghouan,980000.0,132,2.0,2.0,Nouveau,
tunis,Les Berges Du Lac,370000.0,230,,,,
tunis,La Goulette,590000.0,110,2.0,1.0,Nouveau,
tunis,Aouina,319000.0,100,2.0,1.0,5-10 ans,5ème
tunis,Les Berges Du Lac,720000.0,69,1.0,1.0,Moins d'un an,1er
tunis,Ariana Ville,245000.0,220,3.0,2.0,,
tunis,Aouina,1100000.0,154,3.0,1.0,Nouveau,
tunis,Ariana Ville,330000.0,150,3.0,1.0,Bon état,
tunis,Montfleury,457150.3674475201,120,2.0,1.0,Bon état,
tunis,Les Berges Du Lac,455119.66831598384,236,,,,
tunis,Ariana Ville,458000.0,272,,,,
tunis,Ariana Ville,311000.0,69,,,,
tunis,Ariana Ville,410000.0,150,3.0,2.0,10-20 ans,3ème
tunis,Gammarth,750000.0,112,1.0,1.0,1-5 ans,
tunis,Ariana Ville,520000.0,202,4.0,3.0,1-5 ans,1er
tunis,Ariana Ville,1400000.0,75,1.0,1.0,,1er
tunis,Ariana Ville,210000.0,125,2.0,1.0,Nouveau,
tunis,Ain Zaghouan,1215000.0,64,1.0,1.0,,1er
tunis,Ariana Ville,413000.0,140,2.0,2.0,,1er
tunis,Ain Zaghouan,790000.0,40,1.0,,,1er
tunis,Ain Zaghouan,1350000.0,235,4.0,3.0,,1er
tunis,Ariana Ville,250000.0,140,3.0,2.0,1-5 ans,6ème
tunis,Ariana Ville,770000.0,124,2.0,1.0,Nouveau,
tunis,Ariana Ville,720000.0,124,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,190000.0,132,3.0,2.0,Moins d'un an,
tunis,Ariana Ville,378000.0,85,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,480000.0,117,2.0,2.0,Moins d'un an,
tunis,Gammarth,780000.0,160,2.0,3.0,1-5 ans,2ème
tunis,Ariana Ville,669000.0,116,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,310000.0,140,2.0,1.0,Bon état,
tunis,Les Berges Du Lac,290000.0,210,2.0,2.0,Nouveau,
tunis,Cite El Khadra,734000.0,110,,,,
tunis,Les Berges Du Lac,541539.0201312087,164,2.0,2.0,Nouveau,
tunis,Ariana Ville,295000.0,69,1.0,1.0,,1er
tunis,Les Berges Du Lac,339805.25246767723,183,3.0,2.0,Bon état,
tunis,Ariana Ville,330000.0,200,2.0,3.0,5-10 ans,3ème
tunis,La Goulette,827000.0,74,,,,
tunis,Bab El Khadra,1261578.352350702,140,13.0,7.0,Bon état,
tunis,Ariana Ville,520000.0,175,3.0,3.0,10-20 ans,3ème
tunis,Ettahrir,401000.0,90,2.0,1.0,10-20 ans,
tunis,Ain Zaghouan,388000.0,117,2.0,1.0,Nouveau,
tunis,Ariana Ville,535014.8350104976,90,2.0,1.0,Nouveau,
tunis,Ain Zaghouan,727000.0,165,4.0,2.0,1-5 ans,4ème
tunis,Ariana Ville,700000.0,126,2.0,1.0,Moins d'un an,3ème
tunis,El Menzah 7,280000.0,70,1.0,1.0,Moins d'un an,2ème
tunis,Gammarth,438440.0,110,3.0,2.0,Bon état,
tunis,Ain Zaghouan,986000.0,163,3.0,2.0,Nouveau,
tunis,Aouina,1100000.0,127,2.0,2.0,Moins d'un an,4ème
tunis,Ain Zaghouan,170000.0,137,3.0,2.0,Bon état,
tunis,Ariana Ville,576800.0,75,1.0,1.0,Nouveau,
tunis,Ain Zaghouan,100000.0,86,1.0,1.0,5-10 ans,
tunis,Ariana Ville,521000.0,86,2.0,1.0,Moins d'un an,1er
tunis,Ariana Ville,800000.0,196,2.0,3.0,Moins d'un an,
tunis,Ariana Ville,385000.0,300,3.0,3.0,Moins d'un an,
tunis,Ariana Ville,1560183.785027233,130,3.0,1.0,Moins d'un an,1er
tunis,Ariana Ville,1155275.6580243055,119,3.0,2.0,Moins d'un an,
tunis,Ariana Ville,750000.0,101,2.0,1.0,Moins d'un an,2ème
tunis,Aouina,724500.0,118,2.0,1.0,Moins d'un an,
tunis,Gammarth,350000.0,178,2.0,2.0,1-5 ans,1er
tunis,Ain Zaghouan,880000.0,138,2.0,2.0,Nouveau,
tunis,Gammarth,490000.0,132,1.0,1.0,5-10 ans,1er
tunis,Gammarth,215000.0,120,1.0,1.0,Nouveau,
tunis,Ain Zaghouan,1040922.6179658048,121,2.0,2.0,Nouveau,
tunis,Ariana Ville,310000.0,175,3.0,2.0,Nouveau,
tunis,Ariana Ville,620000.0,290,3.0,3.0,Moins d'un an,
tunis,Cite El Khadra,234000.0,90,2.0,1.0,30-50 ans,4ème
tunis,Ariana Ville,336486.5514698574,103,2.0,1.0,Moins d'un an,2ème
tunis,Le Bardo,693700.0,54,3.0,1.0,30-50 ans,1er
tunis,Ariana Ville,583800.0,135,1.0,1.0,Nouveau,
tunis,Ariana Ville,385000.0,130,3.0,2.0,5-10 ans,
tunis,Cite El Khadra,637828.0,165,4.0,2.0,30-50 ans,6ème
tunis,El Ouardia,743230.0,300,4.0,2.0,10-20 ans,2ème
tunis,Les Berges Du Lac,570000.0,285,2.0,2.0,1-5 ans,4ème
tunis,Gammarth,410000.0,121,1.0,1.0,1-5 ans,1er
tunis,Gammarth,980000.0,207,3.0,3.0,Moins d'un an,2ème
tunis,Ariana Ville,490000.0,110,2.0,1.0,10-20 ans,
tunis,Gammarth,450000.0,137,2.0,2.0,Bon état,1er
tunis,Ariana Ville,753000.0,90,2.0,1.0,Nouveau,
tunis,El Manar,420000.0,117,3.0,1.0,30-50 ans,7ème
tunis,Gammarth,592600.0,209,3.0,3.0,Nouveau,
tunis,Ariana Ville,495000.0,83,2.0,1.0,10-20 ans,
tunis,Ain Zaghouan,1097450.0,202,4.0,2.0,Bon état,7ème
tunis,Ariana Ville,592600.0,65,1.0,1.0,Moins d'un an,
tunis,Ariana Ville,650000.0,106,2.0,1.0,Moins d'un an,
tunis,Gammarth,282000.0,138,2.0,1.0,Nouveau,
tunis,Gammarth,296294.0,139,2.0,2.0,Moins d'un an,
tunis,Gammarth,420000.0,140,2.0,1.0,Nouveau,
tunis,Gammarth,470000.0,142,2.0,2.0,Moins d'un an,1er
tunis,Gammarth,240000.0,136,2.0,1.0,Moins d'un an,1er
tunis,Ain Zaghouan,422000.0,136,2.0,2.0,Nouveau,
tunis,Ain Zaghouan,499566.0,71,2.0,2.0,Nouveau,
tunis,Ariana Ville,1580000.0,200,3.0,3.0,1-5 ans,
tunis,Ariana Ville,510000.0,134,3.0,3.0,Bon état,
tunis,Ariana Ville,478000.0,133,,,,
tunis,Ariana Ville,790000.0,246,4.0,3.0,Bon état,
tunis,Ariana Ville,2190000.0,115,2.0,1.0,1-5 ans,6ème
tunis,Ariana Ville,413000.0,99,2.0,1.0,Nouveau,
tunis,El Manar,430000.0,180,3.0,2.0,20-30 ans,2ème
tunis,Les Berges Du Lac,533904.1143296147,210,,,,
tunis,Ariana Ville,359000.0,140,2.0,3.0,Moins d'un an,
tunis,Ariana Ville,350000.0,99,2.0,2.0,Moins d'un an,2ème
tunis,Ariana Ville,600000.0,170,3.0,2.0,5-10 ans,3ème
tunis,Ariana Ville,550000.0,67,1.0,1.0,Bon état,
tunis,Ariana Ville,700826.5739100662,52,1.0,1.0,Nouveau,
tunis,Bab Bhar,458000.0,130,3.0,1.0,Bon état,
tunis,Ariana Ville,1752232.7660477976,147,2.0,2.0,1-5 ans,3ème
tunis,Bab Saadoun,580000.0,87,3.0,1.0,Bon état,
tunis,Aouina,643500.0,111,2.0,2.0,Nouveau,
tunis,Ariana Ville,947300.0,93,3.0,1.0,Nouveau,
tunis,Les Berges Du Lac,593000.0,300,2.0,1.0,Nouveau,
tunis,Les Berges Du Lac,698701.0,123,2.0,2.0,Bon état,
tunis,Ain Zaghouan,1314800.0,123,2.0,2.0,Nouveau,
tunis,Ariana Ville,175000.0,170,2.0,2.0,Moins d'un an,1er
tunis,Ariana Ville,175000.0,280,4.0,4.0,Moins d'un an,
tunis,Ariana Ville,650000.0,88,2.0,2.0,Moins d'un an,1er
tunis,Ariana Ville,865000.0,125,3.0,2.0,Moins d'un an,
tunis,Ariana Ville,245000.0,129,2.0,2.0,Nouveau,
tunis,Ain Zaghouan,410000.0,103,2.0,2.0,Nouveau,
tunis,Ain Zaghouan,335000.0,63,1.0,1.0,Nouveau,
tunis,Ariana Ville,550000.0,186,,,,
tunis,Gammarth,760000.0,170,3.0,1.0,Bon état,
tunis,Ariana Ville,580000.0,181,3.0,2.0,Nouveau,
tunis,Ain Zaghouan,820000.0,117,3.0,2.0,Nouveau,
tunis,Les Berges Du Lac,660000.0,296,5.0,3.0,Bon état,
tunis,Ariana Ville,565100.0,160,3.0,3.0,Nouveau,
tunis,Ariana Ville,439930.2957883204,117,2.0,1.0,Nouveau,
tunis,Ariana Ville,271000.0,252,3.0,3.0,Nouveau,1er
tunis,Ariana Ville,692453.0,154,2.0,3.0,Nouveau,
tunis,Ariana Ville,734000.0,126,2.0,1.0,Nouveau,
tunis,Ariana Ville,1350000.0,174,3.0,3.0,Moins d'un an,
tunis,Bab El Khadra,380000.0,144,3.0,1.0,Bon état,
tunis,El Ouardia,160000.0,120,,,,
tunis,Ariana Ville,363000.0,163,3.0,3.0,Moins d'un an,
tunis,Les Berges Du Lac,928804.1956515526,194,3.0,2.0,Bon état,1er
tunis,Ain Zaghouan,260000.0,41,1.0,1.0,Nouveau,
tunis,Les Berges Du Lac,320000.0,100,2.0,1.0,Nouveau,
tunis,Ain Zaghouan,530000.0,60,1.0,1.0,Nouveau,
tunis,Ariana Ville,750000.0,176,2.0,2.0,1-5 ans,
tunis,Ariana Ville,450000.0,224,4.0,3.0,5-10 ans,
tunis,Ain Zaghouan,140000.0,165,3.0,1.0,1-5 ans,1er
tunis,Les Berges Du Lac,450000.0,185,3.0,2.0,Moins d'un an,
tunis,Ariana Ville,870000.0,145,2.0,2.0,Moins d'un an,1er
tunis,Gammarth,980000.0,147,2.0,1.0,Nouveau,
tunis,Bab Bhar,760000.0,123,2.0,1.0,Bon état,
tunis,Aouina,378100.0,121,2.0,1.0,Bon état,2ème
tunis,Gammarth,489800.0,138,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,145000.0,163,3.0,3.0,Moins d'un an,2ème
tunis,Ariana Ville,519000.0,222,4.0,3.0,1-5 ans,1er
tunis,El Ouardia,350000.0,257,5.0,1.0,Nouveau,
tunis,Ariana Ville,495000.0,120,3.0,1.0,5-10 ans,2ème
tunis,Ariana Ville,470000.0,108,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,380000.0,222,4.0,3.0,1-5 ans,2ème
tunis,Aouina,404000.0,75,1.0,1.0,Bon état,
tunis,Ain Zaghouan,283370.0,150,2.0,2.0,Bon état,
tunis,Les Berges Du Lac,405000.0,111,2.0,1.0,5-10 ans,
tunis,Ariana Ville,520000.0,146,2.0,2.0,1-5 ans,20ème
tunis,Ariana Ville,270000.0,87,2.0,1.0,1-5 ans,5ème
ariana,La Soukra,320000.0,95,3.0,1.0,Bon état,
tunis,Ariana Ville,395000.0,82,2.0,1.0,Nouveau,
ariana,La Soukra,245000.0,300,,,,
ariana,Ariana Ville,190000.0,300,7.0,3.0,Bon état,
tunis,Les Berges Du Lac,635000.0,155,3.0,2.0,5-10 ans,
ariana,Cite El Ghazela,445000.0,110,2.0,1.0,Moins d'un an,
ariana,Cite El Ghazela,410000.0,139,3.0,2.0,Nouveau,3ème
ariana,La Soukra,169000.0,63,1.0,1.0,Moins d'un an,
ariana,Cite Ennasr,777884.558897756,152,3.0,3.0,Moins d'un an,5ème
ariana,Cite Ennasr,350000.0,128,3.0,1.0,1-5 ans,
ariana,La Soukra,500000.0,157,3.0,1.0,Nouveau,
ariana,La Soukra,411000.0,116,2.0,1.0,Nouveau,
ariana,La Soukra,457000.0,127,,,,
ariana,Ariana Ville,360000.0,143,2.0,2.0,Nouveau,
ariana,La Soukra,195000.0,83,,,,
ariana,La Soukra,345000.0,93,2.0,2.0,Nouveau,
ariana,La Soukra,150000.0,160,3.0,2.0,1-5 ans,6ème
ariana,El Menzah 7,665000.0,145,3.0,1.0,Bon état,1er
ariana,Ariana Ville,385810.0,102,,,,
ariana,Cite Ennasr,267620.75094947533,167,3.0,1.0,Nouveau,
ariana,La Soukra,494530.0,130,2.0,1.0,Bon état,
ariana,Ariana Ville,569427.9523733491,90,2.0,1.0,Bon état,3ème
ariana,La Soukra,457492.0,214,3.0,1.0,1-5 ans,3ème
ariana,La Soukra,495000.0,130,1.0,,1-5 ans,1er
ariana,Cite Ennasr,365000.0,140,3.0,3.0,Bon état,
ariana,Ariana Ville,455929.8232828083,59,1.0,1.0,Bon état,2ème
ariana,La Soukra,541000.0,215,3.0,3.0,Moins d'un an,
ariana,Ariana Ville,599700.0,130,,,,
ariana,Raoued,239183.66427801579,150,3.0,3.0,Bon état,
ariana,Ariana Ville,364600.0,147,3.0,3.0,Nouveau,
ariana,La Soukra,495700.0,111,2.0,2.0,Nouveau,
ariana,El Menzah 7,384000.0,130,3.0,2.0,5-10 ans,2ème
ariana,Cite Ennasr,349300.0,68,1.0,1.0,Bon état,3ème
ariana,Ariana Ville,324000.0,145,4.0,2.0,Bon état,
ariana,La Soukra,282000.0,100,2.0,1.0,Bon état,
ariana,La Soukra,473453.67535396543,225,2.0,2.0,1-5 ans,
ariana,El Menzah 7,322300.0,81,1.0,1.0,1-5 ans,1er
ariana,La Soukra,255000.0,89,2.0,2.0,Moins d'un an,
ariana,La Soukra,368100.0,122,2.0,1.0,Moins d'un an,2ème
ariana,Ariana Ville,285800.0,169,2.0,1.0,1-5 ans,
ariana,La Soukra,418600.0,113,2.0,2.0,Nouveau,
ariana,Cite Ennasr,387800.0,129,4.0,1.0,Bon état,
ariana,El Menzah 7,243715.8604790477,157,3.0,1.0,Bon état,
ariana,La Soukra,498400.0,122,2.0,2.0,Moins d'un an,
ariana,La Soukra,392000.0,122,3.0,2.0,Moins d'un an,1er
ariana,Cite El Ghazela,690000.0,175,3.0,1.0,Moins d'un an,
ariana,Cite Ennasr,430000.0,80,1.0,1.0,Bon état,
ariana,Cite El Ghazela,285000.0,129,2.0,1.0,Moins d'un an,1er
ariana,Cite El Ghazela,505000.0,171,3.0,2.0,Moins d'un an,
ariana,Cite El Ghazela,396000.0,136,2.0,1.0,Moins d'un an,1er
ariana,Cite El Ghazela,237000.0,134,2.0,1.0,Moins d'un an,4ème
ariana,Cite El Ghazela,320000.0,117,2.0,1.0,Moins d'un an,5ème
ariana,La Soukra,395000.0,63,1.0,1.0,Nouveau,
ariana,Ariana Ville,430000.0,137,3.0,2.0,À rénover,
ariana,Cite El Ghazela,212000.0,111,2.0,1.0,Moins d'un an,5ème
ariana,Cite Ennasr,200000.0,90,2.0,1.0,Bon état,
ariana,La Soukra,460000.0,93,,,,
ariana,Cite El Ghazela,365000.0,104,2.0,2.0,Moins d'un an,6ème
ariana,Cite El Ghazela,395000.0,173,3.0,1.0,Nouveau,
ariana,Cite El Ghazela,315000.0,151,3.0,1.0,Nouveau,
ariana,Ariana Ville,335000.0,95,2.0,1.0,Nouveau,3ème
ariana,Cite El Ghazela,235000.0,194,3.0,1.0,Nouveau,
ariana,Cite El Ghazela,295000.0,140,2.0,1.0,Nouveau,
ariana,La Soukra,480000.0,167,3.0,1.0,Nouveau,
ariana,La Soukra,285000.0,140,2.0,1.0,Nouveau,
ariana,La Soukra,372381.4210810239,70,1.0,1.0,Nouveau,2ème
ariana,La Soukra,260000.0,157,3.0,1.0,Nouveau,
ariana,La Soukra,570501.0,99,2.0,1.0,Nouveau,2ème
ariana,La Soukra,234500.0,78,1.0,1.0,Moins d'un an,1er
ariana,La Soukra,250000.0,84,1.0,1.0,Bon état,
ariana,La Soukra,602961.0304021897,143,2.0,2.0,Bon état,7ème
ariana,La Soukra,425000.0,138,2.0,2.0,Bon état,
ariana,El Menzah 7,275000.0,70,2.0,1.0,Bon état,
ariana,El Menzah 7,330000.0,75,1.0,1.0,1-5 ans,3ème
ariana,Cite Ennasr,370000.0,146,3.0,1.0,Bon état,
ariana,Cite Ennasr,370000.0,130,3.0,2.0,Bon état,
ariana,Cite Ennasr,280000.0,116,2.0,2.0,Moins d'un an,4ème
ariana,Cite Ennasr,230000.0,100,1.0,1.0,1-5 ans,4ème
ariana,Cite El Ghazela,396000.0,144,3.0,2.0,Nouveau,
ariana,El Menzah 7,175000.0,140,3.0,2.0,Bon état,
ariana,La Soukra,187000.0,60,1.0,1.0,Nouveau,
ariana,La Soukra,175000.0,115,2.0,2.0,Moins d'un an,1er
ariana,La Soukra,700000.0,120,1.0,1.0,1-5 ans,
ariana,Cite Ennasr,400000.0,109,2.0,2.0,Moins d'un an,
ariana,El Menzah 7,380000.0,100,,,,
ariana,La Soukra,1500000.0,148,3.0,2.0,Nouveau,
ariana,La Soukra,284800.0,59,1.0,1.0,Nouveau,
ariana,La Soukra,250000.0,99,2.0,1.0,Bon état,
ariana,La Soukra,330000.0,170,3.0,3.0,Moins d'un an,1er
ariana,La Soukra,180000.0,153,2.0,2.0,Moins d'un an,2ème
ariana,La Soukra,511640.0,74,2.0,1.0,Bon état,
ariana,El Menzah 7,175000.0,150,,,,
ariana,Ariana Ville,180000.0,132,3.0,2.0,Bon état,
ariana,Raoued,330000.0,300,4.0,2.0,Bon état,
ariana,Raoued,295000.0,120,1.0,2.0,1-5 ans,2ème
ariana,Ariana Ville,248422.72575657078,130,3.0,2.0,Bon état,
ariana,La Soukra,438383.8161452386,120,2.0,2.0,Nouveau,
ariana,El Menzah 7,197600.0,63,1.0,1.0,Bon état,
ariana,Cite Ennasr,375000.0,55,1.0,1.0,1-5 ans,1er
ariana,El Menzah 7,375159.85325400595,50,1.0,1.0,Bon état,
ariana,Ariana Ville,340000.0,155,4.0,2.0,Nouveau,
ariana,Cite Ennasr,375000.0,200,3.0,2.0,Nouveau,
ariana,La Soukra,526400.0,112,3.0,1.0,Nouveau,
ariana,Raoued,524196.36789812066,300,19.0,10.0,Bon état,
ariana,Cite El Ghazela,295142.5313482984,89,2.0,1.0,Moins d'un an,
ariana,Ariana Ville,266956.4518495042,86,2.0,1.0,Nouveau,
ariana,La Soukra,650000.0,111,2.0,1.0,Bon état,
ariana,Cite Ennasr,140000.0,39,1.0,1.0,Nouveau,
ariana,La Soukra,145000.0,123,2.0,2.0,Moins d'un an,1er
ariana,Ariana Ville,445000.0,70,2.0,1.0,Bon état,
ariana,La Soukra,230000000.0,80,2.0,,,
ariana,Raoued,253187.59019454897,144,3.0,2.0,Moins d'un an,
ariana,Raoued,371800.0,127,3.0,2.0,Moins d'un an,
ariana,La Soukra,281734.37133632525,62,1.0,1.0,Moins d'un an,
ariana,La Soukra,365000.0,125,2.0,2.0,Moins d'un an,
ariana,La Soukra,370463.39338141616,76,1.0,,1-5 ans,1er
ariana,Cite El Ghazela,522536.7446744921,136,2.0,1.0,Moins d'un an,1er
ariana,Cite El Ghazela,270442.8829777428,111,2.0,1.0,Nouveau,
ariana,Cite El Ghazela,467461.0,150,3.0,1.0,Nouveau,
