gouvernorat,delegation,prix,superficie,chambres,salle_de_bains,etat,etage
tunis,Gammarth,1025000.0,118,1.0,1.0,Nouveau,
tunis,Ariana Ville,724000.0,140,,,,
tunis,Ariana Ville,366548.8582366732,149,3.0,3.0,1-5 ans,1er
tunis,Ariana Ville,603338.8136051173,54,1.0,1.0,Moins d'un an,1er
tunis,Ariana Ville,350000.0,153,2.0,3.0,Moins d'un an,2ème
tunis,Ariana Ville,850000.0,137,2.0,2.0,Moins d'un an,2ème
tunis,El Menzah 7,375000.0,117,2.0,2.0,Moins d'un an,1er
tunis,Ain Zaghouan,1237000.0,154,3.0,3.0,Moins d'un an,
tunis,Gammarth,375000.0,63,1.0,1.0,Nouveau,
tunis,Ariana Ville,170000.0,150,,,,
tunis,Gammarth,2500000.0,130,2.0,1.0,Moins d'un an,1er
tunis,Ariana Ville,550000.0,225,3.0,3.0,1-5 ans,1er
tunis,Ariana Ville,465000.0,74,1.0,1.0,Moins d'un an,
tunis,Le Bardo,650000.0,74,,,,
tunis,Gammarth,440000.0,150,2.0,1.0,Bon état,
tunis,Gammarth,320000.0,95,2.0,1.0,Nouveau,
tunis,Gammarth,210000.0,165,3.0,2.0,1-5 ans,2ème
tunis,Ain Zaghouan,195000.0,140,2.0,2.0,Nouveau,
tunis,La Goulette,490000.0,114,,,,
tunis,Ain Zaghouan,915503.5994241871,100,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,450000.0,65,2.0,1.0,Moins d'un an,
tunis,Le Bardo,850000.0,116,,,,
tunis,Gammarth,462933.2191847156,175,3.0,2.0,Moins d'un an,2ème
tunis,Les Berges Du Lac,260000.0,220,3.0,3.0,5-10 ans,3ème
tunis,Ain Zaghouan,600000.0,132,2.0,1.0,Nouveau,
tunis,Ariana Ville,380000.0,220,3.0,2.0,Moins d'un an,5ème
tunis,Aouina,875000.0,130,2.0,1.0,1-5 ans,
tunis,Aouina,472590.0,64,2.0,1.0,Bon état,
tunis,Les Berges Du Lac,230000.0,170,3.0,1.0,Bon état,
tunis,Ariana Ville,757957.7034569492,200,2.0,1.0,Bon état,
tunis,Ariana Ville,210000.0,163,4.0,3.0,Moins d'un an,1er
tunis,Ariana Ville,1000000.0,102,2.0,2.0,Nouveau,
tunis,El Manar,550000.0,86,2.0,2.0,1-5 ans,
tunis,Les Berges Du Lac,155000.0,183,3.0,2.0,Nouveau,
tunis,El Manar,768500.0,90,,,,
tunis,Ariana Ville,1200000.0,212,,,,
tunis,Cite El Khadra,1050000.0,137,2.0,2.0,Moins d'un an,
tunis,Cite El Khadra,265000.0,95,,,,
tunis,Ariana Ville,500000.0,145,2.0,,Nouveau,
tunis,Gammarth,320000.0,150,,,,
tunis,Ariana Ville,700000.0,220,,,,
tunis,La Goulette,195000.0,179,,,,
tunis,La Goulette,300000.0,110,,,,
tunis,Gammarth,680000.0,120,3.0,2.0,Bon état,
tunis,Ariana Ville,175000.0,72,1.0,1.0,Bon état,
tunis,Ain Zaghouan,1017780.915115708,140,2.0,2.0,Bon état,
tunis,Ariana Ville,150000.0,90,2.0,1.0,Bon état,
tunis,Ain Zaghouan,845000.0,117,1.0,1.0,1-5 ans,2ème
tunis,Ariana Ville,2800000.0,300,4.0,1.0,Nouveau,
tunis,Ariana Ville,530000.0,90,2.0,1.0,10-20 ans,2ème
tunis,Les Berges Du Lac,580000.0,209,2.0,3.0,Moins d'un an,
tunis,El Omrane,340000.0,115,2.0,1.0,Bon état,
tunis,Ariana Ville,895000.0,172,,,,
tunis,Ariana Ville,1150000.0,300,4.0,5.0,5-10 ans,
tunis,Les Berges Du Lac,1200000.0,146,4.0,3.0,1-5 ans,
tunis,Ariana Ville,780000.0,164,,,,
tunis,Cite El Khadra,742000.0,163,,,,
tunis,Ariana Ville,380000.0,224,4.0,2.0,Nouveau,
tunis,Les Berges Du Lac,650000.0,201,,,,
tunis,Ariana Ville,265000.0,300,4.0,4.0,Nouveau,
tunis,Ariana Ville,312000.0,175,3.0,3.0,Bon état,
tunis,Ariana Ville,975000.0,140,3.0,2.0,Nouveau,
tunis,Ariana Ville,640000.0,83,1.0,1.0,Bon état,
tunis,Ariana Ville,440000.0,200,4.0,2.0,1-5 ans,
tunis,Aouina,340000.0,67,1.0,1.0,Moins d'un an,
tunis,Ain Zaghouan,230000000.0,77,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,389000.0,240,4.0,3.0,Bon état,
tunis,Ariana Ville,150000.0,119,2.0,1.0,Nouveau,
tunis,Ariana Ville,885162.8727342789,77,1.0,1.0,Moins d'un an,
tunis,Ariana Ville,295270.00808536744,60,1.0,1.0,Bon état,
tunis,Ariana Ville,502863.3192456895,114,2.0,1.0,Moins d'un an,
tunis,El Menzah 7,449005.53580742684,100,1.0,2.0,Nouveau,
tunis,Ain Zaghouan,660000.0,57,1.0,1.0,Nouveau,
tunis,Ain Zaghouan,445000.0,208,3.0,3.0,Moins d'un an,
tunis,Aouina,230000000.0,106,2.0,2.0,Moins d'un an,5ème
tunis,Ariana Ville,368000.0,119,2.0,2.0,Moins d'un an,1er
tunis,Ariana Ville,207289.37124136815,124,2.0,2.0,Moins d'un an,4ème
tunis,Ain Zaghouan,160000.0,195,3.0,3.0,Moins d'un an,
tunis,Ariana Ville,512152.33440727595,83,1.0,1.0,Moins d'un an,2ème
tunis,Ariana Ville,765863.4427691647,112,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,709000.0,68,1.0,1.0,Moins d'un an,
tunis,Ariana Ville,733462.6332550037,55,1.0,1.0,Moins d'un an,1er
tunis,Ariana Ville,320000.0,85,1.0,1.0,Moins d'un an,5ème
tunis,Ain Zaghouan,520000000.0,157,3.0,3.0,Nouveau,
tunis,Ariana Ville,500181.0,174,3.0,3.0,Moins d'un an,
tunis,Ariana Ville,465000.0,129,,,Nouveau,
tunis,El Menzah 7,440000.0,195,3.0,3.0,Moins d'un an,3ème
tunis,Ariana Ville,490000.0,72,1.0,1.0,1-5 ans,2ème
tunis,Ain Zaghouan,802070.3995281808,202,3.0,3.0,Moins d'un an,
tunis,Ariana Ville,520000.0,93,2.0,2.0,Moins d'un an,6ème
tunis,Gammarth,429000.0,165,3.0,2.0,Nouveau,
tunis,Les Berges Du Lac,386000.0,100,2.0,1.0,10-20 ans,3ème
tunis,Gammarth,1800000.0,175,3.0,2.0,Nouveau,
tunis,Ariana Ville,424130.4999557541,211,3.0,3.0,Moins d'un an,7ème
tunis,El Menzah 7,680000.0,129,3.0,2.0,Nouveau,
tunis,Ariana Ville,720000.0,125,3.0,2.0,Moins d'un an,
tunis,Ain Zaghouan,349000.0,117,2.0,1.0,Moins d'un an,2ème
tunis,Ariana Ville,589111.0,300,4.0,3.0,Nouveau,
tunis,Ain Zaghouan,555000.0,130,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,519752.6783826379,165,3.0,2.0,5-10 ans,2ème
tunis,Ain Zaghouan,310000.0,186,3.0,3.0,Moins d'un an,1er
tunis,Ariana Ville,682989.5932828212,102,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,247500.0,110,2.0,2.0,Moins d'un an,8ème
tunis,El Menzah 7,790000.0,145,3.0,2.0,Nouveau,
tunis,Ain Zaghouan,473542.812707978,136,2.0,2.0,Moins d'un an,
tunis,El Manar,780000.0,140,3.0,2.0,20-30 ans,1er
tunis,Ain Zaghouan,1400000.0,168,3.0,3.0,Moins d'un an,3ème
tunis,Ariana Ville,277000.0,63,1.0,1.0,Moins d'un an,
tunis,Ain Zaghouan,641000.0,269,3.0,2.0,Moins d'un an,3ème
tunis,Ariana Ville,479416.34143814736,131,2.0,2.0,Moins d'un an,1er
tunis,Ariana Ville,798000.0,175,3.0,2.0,Moins d'un an,
tunis,Les Berges Du Lac,752476.4306728945,210,2.0,3.0,Moins d'un an,
tunis,Ariana Ville,276672.0857041314,83,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,350000.0,117,2.0,2.0,Nouveau,2ème
tunis,Ariana Ville,334114.93392069166,117,2.0,2.0,Nouveau,
tunis,Ariana Ville,420000.0,151,3.0,3.0,Nouveau,1er
tunis,Ariana Ville,834994.2861943447,151,3.0,3.0,Nouveau,
tunis,Ariana Ville,320000.0,65,1.0,1.0,Moins d'un an,2ème
tunis,Ariana Ville,570000.0,176,3.0,3.0,Moins d'un an,4ème
tunis,Ain Zaghouan,364000.0,131,2.0,1.0,1-5 ans,
tunis,El Menzah 7,310145.99309707957,72,1.0,1.0,Nouveau,4ème
tunis,Ariana Ville,458362.8195915088,105,2.0,1.0,Moins d'un an,2ème
tunis,Ariana Ville,965929.0963991649,151,3.0,3.0,Nouveau,
tunis,Ariana Ville,897000.0,60,1.0,1.0,Bon état,
tunis,Ain Zaghouan,741000.0,144,2.0,1.0,5-10 ans,2ème
tunis,Ariana Ville,619375.043292886,110,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,607000.0,76,1.0,1.0,Moins d'un an,1er
tunis,Ain Zaghouan,459242.0686566148,125,2.0,2.0,Moins d'un an,3ème
tunis,Ariana Ville,495000.0,243,4.0,3.0,Moins d'un an,6ème
tunis,Ariana Ville,514160.2054411978,164,3.0,4.0,Nouveau,2ème
tunis,Ariana Ville,350000.0,140,3.0,2.0,Moins d'un an,7ème
tunis,Ariana Ville,520000000.0,137,2.0,2.0,Moins d'un an,3ème
tunis,Ariana Ville,735000.0,110,2.0,2.0,Moins d'un an,2ème
tunis,Ain Zaghouan,570000.0,131,2.0,1.0,Moins d'un an,7ème
tunis,Ariana Ville,457000.0,140,3.0,2.0,10-20 ans,
tunis,Ariana Ville,740000.0,124,3.0,3.0,Moins d'un an,4ème
tunis,Gammarth,305000.0,152,2.0,2.0,1-5 ans,2ème
tunis,Aouina,1500000.0,202,3.0,2.0,10-20 ans,5ème
tunis,Ariana Ville,520000000.0,150,3.0,3.0,Nouveau,2ème
tunis,Les Berges Du Lac,130000.0,160,4.0,1.0,Bon état,
tunis,Ain Zaghouan,320000.0,72,1.0,1.0,Moins d'un an,
tunis,Ain Zaghouan,408646.0,167,4.0,2.0,Moins d'un an,
tunis,Ain Zaghouan,1403608.1124231676,205,3.0,3.0,Nouveau,
tunis,Ariana Ville,480000.0,72,1.0,1.0,1-5 ans,
tunis,Ariana Ville,340000.0,115,3.0,2.0,Bon état,
tunis,Ariana Ville,125000.0,200,3.0,2.0,1-5 ans,
tunis,Bab El Khadra,175000.0,80,3.0,1.0,Bon état,
tunis,Ariana Ville,240000.0,72,1.0,1.0,10-20 ans,
tunis,Aouina,571650.0,120,2.0,1.0,Nouveau,
tunis,Gammarth,280000.0,300,4.0,3.0,Moins d'un an,1er
tunis,El Ouardia,671000.0,170,,,,
tunis,Ain Zaghouan,1350000.0,71,1.0,2.0,Nouveau,
tunis,El Ouardia,220000.0,63,,,,
tunis,El Ouardia,1193500.0,70,,,,
tunis,Aouina,288000.0,90,2.0,1.0,Bon état,
tunis,Ariana Ville,764500.0,103,2.0,1.0,Nouveau,
tunis,El Ouardia,260000.0,140,,,,
tunis,Ariana Ville,370000.0,117,2.0,2.0,Nouveau,
tunis,Ariana Ville,924000.0,232,3.0,4.0,Nouveau,2ème
tunis,Aouina,780000.0,95,2.0,1.0,10-20 ans,5ème
tunis,Ariana Ville,457963.0429386613,217,4.0,3.0,Nouveau,1er
tunis,Aouina,740000.0,101,2.0,1.0,5-10 ans,5ème
tunis,Ariana Ville,210000.0,139,2.0,2.0,Moins d'un an,
tunis,La Goulette,490000.0,65,,,,
tunis,Ain Zaghouan,1095000.0,70,1.0,1.0,Nouveau,
tunis,Ariana Ville,700000.0,168,3.0,3.0,Nouveau,
tunis,Gammarth,409390.13494719204,206,3.0,2.0,Nouveau,
tunis,Ariana Ville,295000.0,102,2.0,1.0,Moins d'un an,2ème
tunis,Ain Zaghouan,690000.0,170,3.0,3.0,Moins d'un an,2ème
tunis,Gammarth,1600000.0,108,,,,
tunis,Ariana Ville,255000.0,160,2.0,2.0,1-5 ans,
tunis,Ariana Ville,773000.0,219,3.0,2.0,Moins d'un an,
tunis,Ariana Ville,287838.11076892307,191,,,,
tunis,Le Bardo,1800000.0,145,3.0,1.0,10-20 ans,3ème
tunis,Gammarth,180000.0,134,2.0,2.0,Moins d'un an,2ème
tunis,Ain Zaghouan,443000.0,173,3.0,3.0,5-10 ans,6ème
tunis,Ariana Ville,255000.0,300,5.0,5.0,Moins d'un an,
tunis,Ariana Ville,440874.3332581573,100,2.0,1.0,Moins d'un an,2ème
tunis,El Menzah 7,675000.0,192,3.0,2.0,Moins d'un an,3ème
tunis,Aouina,196000.0,60,1.0,1.0,Moins d'un an,5ème
tunis,Ariana Ville,260000.0,300,,,,
tunis,Aouina,785000.0,70,1.0,1.0,5-10 ans,6ème
tunis,Ariana Ville,401000.0,69,1.0,1.0,Nouveau,
tunis,El Menzah 7,650000.0,132,,,,
tunis,Ain Zaghouan,240000.0,122,2.0,2.0,Moins d'un an,3ème
tunis,Ariana Ville,900000.0,135,,,,
tunis,Sidi Hassine,330000.0,124,4.0,1.0,Moins d'un an,5ème
tunis,Aouina,239700.0,105,2.0,1.0,10-20 ans,2ème
tunis,Ariana Ville,285000.0,181,3.0,2.0,Moins d'un an,3ème
tunis,Aouina,310000.0,118,2.0,2.0,Moins d'un an,2ème
tunis,Ariana Ville,240000.0,140,3.0,4.0,Moins d'un an,
tunis,Ain Zaghouan,780000.0,125,2.0,2.0,10-20 ans,1er
tunis,Les Berges Du Lac,350000.0,296,3.0,3.0,5-10 ans,6ème
tunis,Aouina,327000.0,157,4.0,2.0,10-20 ans,2ème
tunis,Aouina,240000.0,71,1.0,1.0,Moins d'un an,1er
tunis,El Menzah 7,855892.5742504474,120,3.0,2.0,20-30 ans,1er
tunis,Aouina,183000.0,122,2.0,1.0,5-10 ans,2ème
tunis,Aouina,600000.0,100,2.0,1.0,10-20 ans,6ème
tunis,Ariana Ville,340000.0,181,3.0,1.0,Nouveau,
tunis,Ariana Ville,245000.0,132,2.0,1.0,5-10 ans,1er
tunis,Aouina,420000.0,118,1.0,,Moins d'un an,
tunis,Montfleury,200000.0,170,3.0,1.0,Bon état,
tunis,Les Berges Du Lac,328500.0,190,3.0,3.0,Nouveau,
tunis,Ain Zaghouan,345000.0,58,1.0,,1-5 ans,
tunis,Ariana Ville,280000.0,118,2.0,2.0,Moins d'un an,
tunis,Aouina,797000.0,115,2.0,1.0,Bon état,2ème
tunis,Aouina,750000.0,77,2.0,1.0,10-20 ans,4ème
tunis,La Goulette,280000.0,195,4.0,1.0,20-30 ans,7ème
tunis,La Goulette,520000.0,300,,,,
tunis,Cite El Khadra,1126000.0,120,2.0,1.0,Bon état,
tunis,Aouina,150000.0,97,2.0,1.0,Nouveau,
tunis,Aouina,930000.0,100,3.0,1.0,20-30 ans,2ème
tunis,Ariana Ville,400000.0,151,3.0,3.0,Nouveau,
tunis,Ariana Ville,220000.0,239,4.0,3.0,Nouveau,
tunis,Ain Zaghouan,593000.0,106,3.0,1.0,Bon état,
tunis,Cite El Khadra,947300.0,152,3.0,2.0,,
tunis,Ain Zaghouan,190000.0,178,3.0,3.0,Moins d'un an,
tunis,Le Bardo,780000.0,70,2.0,1.0,10-20 ans,
tunis,Ariana Ville,1800000.0,189,4.0,1.0,Nouveau,
tunis,Ariana Ville,553500.0,65,,,,
tunis,Bab El Khadra,915000.0,85,2.0,1.0,Bon état,3ème
tunis,Ariana Ville,1100000.0,154,3.0,2.0,Bon état,
tunis,Ariana Ville,245000.0,252,4.0,2.0,Nouveau,
tunis,Bab El Khadra,360000.0,180,3.0,1.0,Bon état,3ème
tunis,Ariana Ville,1060000.0,204,,,,
tunis,El Manar,200000.0,300,9.0,5.0,10-20 ans,
tunis,Ariana Ville,365000.0,123,2.0,2.0,Nouveau,
tunis,Gammarth,405000.0,180,3.0,2.0,Nouveau,
tunis,Ain Zaghouan,245000.0,236,4.0,1.0,Nouveau,
tunis,Ain Zaghouan,320000.0,45,1.0,1.0,Moins d'un an,2ème
tunis,Aouina,185000.0,110,2.0,2.0,Moins d'un an,1er
tunis,El Menzah 7,250000.0,128,,,,
tunis,Les Berges Du Lac,450000.0,244,,,,
tunis,Montfleury,216121.12005002785,113,2.0,1.0,5-10 ans,4ème
tunis,Ariana Ville,170000.0,125,2.0,1.0,Nouveau,
tunis,Ariana Ville,750000.0,125,2.0,1.0,Nouveau,
tunis,Ain Zaghouan,250000.0,43,1.0,1.0,Nouveau,
tunis,Aouina,240000.0,90,2.0,2.0,10-20 ans,2ème
tunis,Ariana Ville,320000.0,98,2.0,1.0,Bon état,
tunis,El Ouardia,3000000.0,110,2.0,1.0,Bon état,
tunis,El Manar,350000.0,180,4.0,1.0,20-30 ans,1er
tunis,Ain Zaghouan,500000.0,45,2.0,1.0,Nouveau,
tunis,Ariana Ville,1100000.0,120,2.0,1.0,Bon état,2ème
tunis,Ain Zaghouan,524000.0,172,3.0,2.0,Nouveau,
tunis,Ariana Ville,304000.0,112,2.0,1.0,Bon état,
tunis,El Ouardia,593000.0,95,3.0,1.0,30-50 ans,
tunis,Ariana Ville,561000.0,72,1.0,1.0,Bon état,
tunis,Gammarth,120000.0,300,4.0,2.0,Bon état,
tunis,Ariana Ville,790000.0,110,2.0,1.0,1-5 ans,2ème
tunis,Aouina,338235.0,168,3.0,2.0,10-20 ans,4ème
tunis,Ain Zaghouan,990000.0,110,2.0,1.0,Nouveau,
tunis,Gammarth,680000.0,300,6.0,3.0,10-20 ans,1er
tunis,Aouina,510000.0,108,2.0,1.0,Moins d'un an,
tunis,Aouina,982000.0,75,1.0,1.0,Moins d'un an,4ème
tunis,Aouina,460000.0,174,3.0,3.0,Moins d'un an,3ème
tunis,Aouina,400000.0,165,3.0,3.0,Moins d'un an,1er
tunis,Cite El Khadra,490000.0,94,2.0,1.0,Nouveau,
tunis,El Omrane,475159.9284584595,93,4.0,1.0,Bon état,
tunis,Les Berges Du Lac,930340.9559719895,200,3.0,2.0,5-10 ans,3ème
tunis,Cite El Khadra,830000.0,57,1.0,1.0,Nouveau,
tunis,Ariana Ville,430000.0,275,3.0,2.0,Bon état,6ème
tunis,Cite El Khadra,345000.0,165,3.0,2.0,5-10 ans,6ème
tunis,Ariana Ville,300000.0,120,,,,
tunis,Ariana Ville,345000.0,174,,,,
tunis,Aouina,420000.0,185,3.0,3.0,Bon état,
tunis,Cite El Khadra,330000.0,122,,,,
tunis,Ariana Ville,251850.0,90,2.0,1.0,Bon état,
tunis,Ariana Ville,420000.0,160,2.0,1.0,Bon état,
tunis,Ariana Ville,329545.4655551307,225,3.0,2.0,Bon état,
tunis,Ariana Ville,315000.0,199,,,,
tunis,Ain Zaghouan,265000.0,153,3.0,2.0,Nouveau,
tunis,Ain Zaghouan,190000.0,62,1.0,1.0,Moins d'un an,
tunis,Les Berges Du Lac,470000.0,70,1.0,1.0,20-30 ans,
tunis,Ain Zaghouan,210000.0,63,1.0,1.0,Nouveau,3ème
tunis,Les Berges Du Lac,325000.0,120,2.0,1.0,5-10 ans,7ème
tunis,Ain Zaghouan,313000.0,140,3.0,2.0,Moins d'un an,5ème
tunis,El Manar,1606077.0540469885,114,2.0,1.0,20-30 ans,
tunis,Aouina,540000.0,72,1.0,1.0,Moins d'un an,4ème
tunis,Ariana Ville,445000.0,124,2.0,2.0,Moins d'un an,4ème
tunis,El Omrane,320000.0,110,3.0,1.0,Bon état,
tunis,Aouina,210000.0,100,2.0,2.0,Moins d'un an,5ème
tunis,Ariana Ville,680000.0,43,1.0,1.0,Nouveau,
tunis,Cite El Khadra,580000.0,84,,,,
tunis,Cite El Khadra,650000.0,103,,,,
tunis,Cite El Khadra,846471.0668142841,88,,,,
tunis,Cite El Khadra,125000.0,173,,,,
tunis,Aouina,230000000.0,130,3.0,2.0,Nouveau,7ème
tunis,Ariana Ville,440000.0,300,12.0,10.0,Moins d'un an,
tunis,Ariana Ville,420000.0,108,2.0,1.0,Nouveau,
tunis,El Menzah 7,300000.0,128,2.0,2.0,Nouveau,
tunis,Ariana Ville,340000.0,210,3.0,2.0,Bon état,
tunis,Bab Bhar,1500000.0,117,4.0,1.0,Bon état,3ème
tunis,La Goulette,638000.0,178,3.0,3.0,Nouveau,
tunis,Cite El Khadra,750000.0,146,3.0,2.0,Bon état,
tunis,Ain Zaghouan,855000.0,173,3.0,2.0,Bon état,4ème
tunis,Les Berges Du Lac,540000.0,190,3.0,2.0,Bon état,
tunis,Ariana Ville,520000.0,74,1.0,1.0,Moins d'un an,
tunis,El Manar,770000.0,115,2.0,1.0,10-20 ans,4ème
tunis,Ariana Ville,170000.0,50,1.0,1.0,Bon état,
tunis,Gammarth,290000.0,176,3.0,2.0,Moins d'un an,1er
tunis,Ariana Ville,470000.0,110,3.0,1.0,Bon état,
tunis,Aouina,270000.0,92,1.0,1.0,Moins d'un an,5ème
tunis,Les Berges Du Lac,380000.0,260,4.0,2.0,20-30 ans,3ème
tunis,Aouina,362522.27063692344,168,3.0,2.0,Moins d'un an,1er
tunis,Aouina,380000.0,188,3.0,2.0,Moins d'un an,1er
tunis,Aouina,360000.0,290,3.0,2.0,Moins d'un an,
tunis,Aouina,620000.0,135,2.0,2.0,Moins d'un an,4ème
tunis,El Menzah 7,481526.5497827452,152,3.0,2.0,5-10 ans,
tunis,Ariana Ville,160000.0,225,3.0,3.0,Bon état,
tunis,Ariana Ville,195980.0,120,3.0,2.0,Bon état,
tunis,El Manar,756000.0,115,3.0,2.0,Bon état,2ème
tunis,Ain Zaghouan,185000.0,146,3.0,2.0,1-5 ans,4ème
tunis,Aouina,300000.0,95,2.0,1.0,Bon état,
tunis,Cite El Khadra,270000.0,210,4.0,2.0,1-5 ans,3ème
tunis,Les Berges Du Lac,698000.0,81,1.0,1.0,Nouveau,2ème
tunis,Cite El Khadra,850000.0,137,2.0,2.0,Bon état,
tunis,Ain Zaghouan,413000.0,72,1.0,2.0,Moins d'un an,
tunis,Ariana Ville,350000.0,141,2.0,2.0,Nouveau,
tunis,Ariana Ville,3100000.0,154,3.0,2.0,10-20 ans,
tunis,Gammarth,330000.0,85,2.0,1.0,5-10 ans,2ème
tunis,Montplaisir,250000.0,78,1.0,,Nouveau,
tunis,Ariana Ville,1700000.0,168,3.0,3.0,Nouveau,
tunis,Le Bardo,695000.0,88,2.0,1.0,10-20 ans,3ème
tunis,Ariana Ville,160000.0,109,2.0,1.0,1-5 ans,4ème
tunis,Aouina,520000000.0,97,2.0,1.0,Bon état,
tunis,Ariana Ville,700000.0,126,2.0,1.0,Nouveau,
tunis,Ariana Ville,160000.0,224,,,,
tunis,Ariana Ville,210000.0,86,1.0,1.0,Nouveau,
tunis,Cite El Khadra,583515.562528024,115,2.0,2.0,Bon état,
tunis,El Menzah 7,394203.8995829903,300,6.0,3.0,10-20 ans,
tunis,El Ouardia,850000.0,220,,,,
tunis,Ariana Ville,342299.05701364775,100,,,,
tunis,Gammarth,252250.0,300,4.0,3.0,Bon état,
tunis,Ariana Ville,140000.0,150,3.0,2.0,Nouveau,
tunis,El Ouardia,355968.0,115,,,,
tunis,Les Berges Du Lac,385000.0,200,3.0,2.0,5-10 ans,2ème
tunis,Ariana Ville,1450000.0,182,3.0,2.0,5-10 ans,5ème
tunis,Ettahrir,536155.1043732088,85,2.0,1.0,10-20 ans,1er
tunis,Ariana Ville,1750000.0,95,2.0,1.0,Bon état,
tunis,Aouina,395000.0,142,3.0,2.0,10-20 ans,3ème
tunis,Aouina,700000.0,96,2.0,2.0,Moins d'un an,2ème
tunis,Ain Zaghouan,430000.0,190,4.0,2.0,Moins d'un an,
tunis,Cite El Khadra,388659.70259829523,77,4.0,1.0,30-50 ans,2ème
tunis,Montplaisir,540000.0,101,1.0,,Nouveau,
tunis,Bab Bhar,429000.0,70,1.0,1.0,Bon état,2ème
tunis,Aouina,550000.0,111,2.0,2.0,Moins d'un an,2ème
tunis,Ain Zaghouan,370000.0,79,1.0,1.0,Nouveau,
tunis,Ariana Ville,120000.0,260,3.0,3.0,Moins d'un an,1er
tunis,Ariana Ville,1050000.0,178,3.0,2.0,1-5 ans,1er
tunis,Les Berges Du Lac,320000.0,300,4.0,2.0,10-20 ans,7ème
tunis,Ain Zaghouan,720000.0,30,1.0,,Nouveau,
tunis,Ariana Ville,325000.0,174,3.0,3.0,Bon état,
tunis,Ariana Ville,1350000.0,86,2.0,1.0,Bon état,
tunis,Sidi Hassine,380000.0,124,4.0,1.0,Moins d'un an,5ème
tunis,Aouina,490000.0,173,2.0,1.0,Moins d'un an,
tunis,Ain Zaghouan,425000.0,78,1.0,1.0,Moins d'un an,
tunis,Gammarth,360000.0,132,,,,
tunis,Aouina,175000.0,125,3.0,1.0,1-5 ans,1er
tunis,Le Bardo,578000.0,76,2.0,1.0,10-20 ans,1er
tunis,Aouina,857000.0,250,3.0,2.0,Moins d'un an,
tunis,Ariana Ville,420000.0,86,2.0,1.0,Bon état,
tunis,Ariana Ville,780000.0,183,,,,
tunis,Ariana Ville,135000.0,104,,,,
tunis,Gammarth,260000.0,300,4.0,4.0,Nouveau,
tunis,Aouina,442000.0,132,3.0,2.0,Moins d'un an,5ème
tunis,Ain Zaghouan,100000.0,130,2.0,2.0,Moins d'un an,3ème
tunis,Ariana Ville,481626.2428256674,103,3.0,2.0,Bon état,
tunis,Aouina,470000.0,130,3.0,1.0,5-10 ans,3ème
tunis,Bab Bhar,180000.0,97,2.0,1.0,Bon état,
tunis,Ariana Ville,165000.0,123,2.0,2.0,Moins d'un an,4ème
tunis,Ariana Ville,335000.0,203,2.0,3.0,Moins d'un an,
tunis,El Menzah 7,1800000.0,120,2.0,1.0,Moins d'un an,1er
tunis,Ariana Ville,605000.0,130,,,,
tunis,Sijoumi,1050000.0,100,3.0,1.0,1-5 ans,3ème
tunis,Sijoumi,693000.0,100,1.0,1.0,Bon état,2ème
tunis,Ariana Ville,275000.0,105,1.0,1.0,Moins d'un an,3ème
tunis,Bab Bhar,516987.02761378424,50,2.0,1.0,Bon état,
tunis,Aouina,743530.5455997986,159,3.0,1.0,Nouveau,
tunis,Cite El Khadra,550000.0,127,2.0,1.0,1-5 ans,
tunis,Bab Bhar,1069132.5224178184,104,3.0,1.0,Bon état,
tunis,Bab El Khadra,255000.0,90,2.0,1.0,10-20 ans,2ème
tunis,Ariana Ville,320000.0,147,,,,
tunis,Ariana Ville,695000.0,274,4.0,5.0,Nouveau,
tunis,Ariana Ville,1080000.0,126,2.0,2.0,Moins d'un an,2ème
tunis,Ariana Ville,195000.0,208,2.0,2.0,Nouveau,
tunis,Gammarth,910000.0,242,2.0,1.0,Nouveau,
tunis,Ariana Ville,521309.00375016563,176,3.0,2.0,1-5 ans,
tunis,Ariana Ville,210000.0,176,3.0,2.0,1-5 ans,
tunis,Ariana Ville,650000.0,228,3.0,2.0,5-10 ans,5ème
tunis,Ariana Ville,482240.0,112,,,,
tunis,Les Berges Du Lac,261222.0,267,3.0,2.0,Bon état,
tunis,El Ouardia,450000.0,100,2.0,1.0,10-20 ans,20ème
tunis,Ain Zaghouan,550000.0,140,3.0,1.0,10-20 ans,2ème
tunis,Ariana Ville,628000.0,150,3.0,3.0,Moins d'un an,1er
tunis,Ariana Ville,260822.05290095732,190,,,,
tunis,El Menzah 7,245000.0,110,,,,
tunis,Gammarth,275000.0,243,4.0,1.0,Nouveau,
tunis,Ariana Ville,430000.0,127,2.0,1.0,1-5 ans,2ème
tunis,Le Bardo,620000.0,110,3.0,1.0,Bon état,2ème
tunis,Les Berges Du Lac,750000.0,208,4.0,3.0,10-20 ans,2ème
tunis,Aouina,330000.0,144,3.0,3.0,Moins d'un an,5ème
tunis,Aouina,450000.0,61,1.0,1.0,Moins d'un an,5ème
tunis,Ariana Ville,317466.83555784245,100,2.0,1.0,1-5 ans,2ème
