gouvernorat,delegation,prix,superficie,chambres,salle_de_bains,etat,etage
tunis,Ariana Ville,,82,1.0,1.0,Nouveau,
tunis,Les Berges Du Lac,280000.0,77,3.0,1.0,10-20 ans,1er
tunis,Aouina,368500.0,108,2.0,2.0,Nouveau,3ème
tunis,Ariana Ville,295000.0,135,2.0,2.0,1-5 ans,
tunis,Ariana Ville,435000.0,76,1.0,1.0,Nouveau,
tunis,Ain Zaghouan,300000.0,65,1.0,1.0,5-10 ans,
tunis,Ariana Ville,,235,4.0,4.0,Moins d'un an,
tunis,Ariana Ville,,174,3.0,3.0,Moins d'un an,
tunis,Ariana Ville,,132,2.0,2.0,Moins d'un an,1er
tunis,Ariana Ville,,65,1.0,1.0,Moins d'un an,2ème
tunis,Ain Zaghouan,521000.0,135,1.0,,,
tunis,Gammarth,2400000.0,295,3.0,2.0,1-5 ans,
tunis,Ain Zaghouan,455000.0,122,1.0,,,
tunis,Ain Zaghouan,477000.0,123,1.0,,,
tunis,El Manar,,500,4.0,4.0,1-5 ans,
tunis,Ariana Ville,800000.0,165,3.0,2.0,10-20 ans,
tunis,El Ouardia,850000.0,350,4.0,3.0,1-5 ans,3ème
tunis,Ain Zaghouan,900000.0,640,12.0,4.0,À rénover,
tunis,Les Berges Du Lac,550000.0,144,2.0,2.0,5-10 ans,4ème
tunis,Ariana Ville,880000.0,183,3.0,2.0,Bon état,
tunis,Le Bardo,69000.0,58,1.0,1.0,Bon état,
tunis,Gammarth,590000.0,128,3.0,3.0,1-5 ans,2ème
tunis,Les Berges Du Lac,,200,3.0,1.0,Nouveau,
tunis,Gammarth,950000.0,150,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,100000.0,100,2.0,1.0,Bon état,
tunis,Ain Zaghouan,899079.0,253,3.0,3.0,Nouveau,
tunis,Les Berges Du Lac,1100000.0,200,3.0,2.0,Nouveau,
tunis,Ariana Ville,810000.0,165,3.0,1.0,,1er
tunis,Les Berges Du Lac,1874000.0,267,3.0,2.0,Nouveau,
tunis,Ariana Ville,750000.0,250,3.0,2.0,Nouveau,1er
tunis,Ariana Ville,1250000.0,375,4.0,2.0,Nouveau,
tunis,Ain Zaghouan,390000.0,120,2.0,1.0,5-10 ans,
tunis,Les Berges Du Lac,1972000.0,262,3.0,1.0,Nouveau,
tunis,Aouina,220000.0,85,2.0,1.0,Bon état,
tunis,Ariana Ville,380000.0,110,2.0,1.0,Bon état,
tunis,Ariana Ville,350000.0,192,3.0,1.0,Bon état,
tunis,Aouina,335000.0,138,3.0,2.0,10-20 ans,3ème
tunis,Ain Zaghouan,760000.0,185,3.0,3.0,1-5 ans,7ème
tunis,Ariana Ville,560000.0,150,2.0,2.0,Nouveau,
tunis,Aouina,234000.0,65,1.0,1.0,Moins d'un an,1er
tunis,Aouina,229000.0,60,1.0,1.0,Moins d'un an,
tunis,Aouina,390000.0,120,3.0,3.0,5-10 ans,
tunis,Ariana Ville,950000.0,200,,,,
tunis,Ariana Ville,590000.0,125,3.0,1.0,Nouveau,
tunis,Les Berges Du Lac,,150,3.0,2.0,1-5 ans,1er
tunis,Aouina,330000.0,101,3.0,2.0,10-20 ans,
tunis,El Ouardia,550000.0,200,2.0,1.0,Bon état,
tunis,Aouina,533165.0,140,4.0,1.0,Nouveau,
tunis,Ain Zaghouan,620000.0,182,4.0,3.0,Bon état,
tunis,Ariana Ville,530000.0,146,,,,
tunis,Ariana Ville,1110000.0,154,2.0,3.0,Moins d'un an,
tunis,Ariana Ville,883000.0,221,3.0,3.0,Moins d'un an,
tunis,Ariana Ville,1342000.0,202,3.0,4.0,Moins d'un an,2ème
tunis,Les Berges Du Lac,1485000.0,225,3.0,2.0,Nouveau,
tunis,Ariana Ville,,68,1.0,1.0,Moins d'un an,2ème
tunis,Ain Zaghouan,982000.0,265,4.0,3.0,Moins d'un an,
tunis,Les Berges Du Lac,460000.0,105,2.0,1.0,Bon état,
tunis,Ariana Ville,390000.0,102,2.0,1.0,1-5 ans,5ème
tunis,Ariana Ville,1800000.0,273,4.0,4.0,Nouveau,
tunis,Ariana Ville,450000.0,110,2.0,1.0,5-10 ans,
tunis,Ariana Ville,695000.0,150,3.0,2.0,Nouveau,
tunis,Ariana Ville,855000.0,172,3.0,2.0,,1er
tunis,Aouina,360000.0,200,3.0,2.0,10-20 ans,
tunis,Ariana Ville,90000.0,100,1.0,1.0,Bon état,
tunis,Gammarth,340000.0,85,,,,
tunis,Ariana Ville,780000.0,181,3.0,2.0,Nouveau,
tunis,Ariana Ville,480000.0,120,2.0,2.0,1-5 ans,4ème
tunis,Ariana Ville,276000.0,67,1.0,1.0,1-5 ans,7ème
tunis,Ain Zaghouan,477000.0,124,2.0,1.0,Nouveau,
tunis,Aouina,377000.0,120,2.0,1.0,Nouveau,
tunis,Ain Zaghouan,490000.0,131,3.0,2.0,Nouveau,
tunis,Le Bardo,295000.0,101,,,,
tunis,Le Bardo,240000.0,107,,,,
tunis,Ain Zaghouan,380000.0,112,2.0,2.0,Nouveau,
tunis,Ariana Ville,500000.0,111,2.0,2.0,Nouveau,
tunis,Aouina,470000.0,320,2.0,1.0,Nouveau,
tunis,Ain Zaghouan,212000.0,61,2.0,1.0,Nouveau,
tunis,Ariana Ville,685000.0,126,2.0,2.0,Nouveau,
tunis,Ain Zaghouan,650000.0,155,4.0,3.0,1-5 ans,7ème
tunis,Ariana Ville,,60,2.0,1.0,Moins d'un an,
tunis,Ain Zaghouan,400000.0,130,2.0,1.0,À rénover,
tunis,El Ouardia,315000.0,170,3.0,2.0,10-20 ans,2ème
tunis,Ain Zaghouan,455000.0,122,2.0,3.0,Moins d'un an,
tunis,Aouina,340000.0,123,2.0,2.0,1-5 ans,6ème
tunis,Aouina,400000.0,120,2.0,1.0,Moins d'un an,3ème
tunis,Aouina,380000.0,145,4.0,2.0,Bon état,
tunis,Ariana Ville,,182,3.0,2.0,Bon état,
tunis,Gammarth,1250000.0,200,4.0,3.0,Bon état,
tunis,Cite El Khadra,320000.0,110,2.0,,20-30 ans,3ème
tunis,Ariana Ville,500000.0,111,2.0,2.0,Moins d'un an,
tunis,La Goulette,700000.0,200,4.0,3.0,Nouveau,
tunis,Ariana Ville,120000.0,100,2.0,1.0,Bon état,
tunis,Ain Zaghouan,210000.0,84,1.0,1.0,Bon état,
tunis,Ain Zaghouan,256000.0,70,1.0,1.0,Nouveau,
tunis,El Ouardia,205000.0,99,,,,
tunis,Ariana Ville,195000.0,39,,,,
tunis,Cite El Khadra,180000.0,93,,,,
tunis,Ariana Ville,1100000.0,220,,,,
tunis,Ain Zaghouan,425000.0,147,3.0,2.0,Bon état,
tunis,Montfleury,550000.0,185,3.0,2.0,Moins d'un an,1er
tunis,Bab Bhar,115000.0,81,2.0,1.0,À rénover,
tunis,Ain Zaghouan,,135,2.0,1.0,Moins d'un an,4ème
tunis,Ain Zaghouan,407000.0,110,1.0,,,
tunis,Ain Zaghouan,486000.0,131,2.0,3.0,Nouveau,
tunis,Ain Zaghouan,486000.0,131,1.0,,,
tunis,Ain Zaghouan,505000.0,151,2.0,1.0,Moins d'un an,
tunis,Ain Zaghouan,493000.0,132,1.0,,,
tunis,Ain Zaghouan,501000.0,152,2.0,1.0,Nouveau,
tunis,Ariana Ville,,250,,,,
tunis,Gammarth,825000.0,189,,,,
tunis,Ain Zaghouan,410000.0,110,2.0,2.0,Moins d'un an,4ème
tunis,Ain Zaghouan,450000.0,132,2.0,2.0,Nouveau,
tunis,Les Berges Du Lac,980000.0,230,,,,
tunis,La Goulette,300000.0,110,2.0,1.0,Nouveau,
tunis,Aouina,210000.0,100,2.0,1.0,5-10 ans,5ème
tunis,Les Berges Du Lac,466690.0,69,1.0,1.0,Moins d'un an,1er
tunis,Ariana Ville,760000.0,220,3.0,2.0,,
tunis,Aouina,340000.0,154,3.0,1.0,Nouveau,
tunis,Ariana Ville,220000.0,150,3.0,1.0,Bon état,
tunis,Montfleury,250000.0,120,2.0,1.0,Bon état,
tunis,Les Berges Du Lac,1100000.0,236,,,,
tunis,Ariana Ville,980000.0,272,,,,
tunis,Ariana Ville,443000.0,69,,,,
tunis,Ariana Ville,1250000.0,150,3.0,2.0,10-20 ans,3ème
tunis,Gammarth,800000.0,112,1.0,1.0,1-5 ans,
tunis,Ariana Ville,,150,,,,
tunis,Ariana Ville,980000.0,202,4.0,3.0,1-5 ans,1er
tunis,Ariana Ville,370000.0,75,1.0,1.0,,1er
tunis,Ariana Ville,590000.0,125,2.0,1.0,Nouveau,
tunis,Ain Zaghouan,319000.0,64,1.0,1.0,,1er
tunis,Ariana Ville,720000.0,140,2.0,2.0,,1er
tunis,Ain Zaghouan,245000.0,40,1.0,,,1er
tunis,Ain Zaghouan,1100000.0,235,4.0,3.0,,1er
tunis,Ariana Ville,330000.0,140,3.0,2.0,1-5 ans,6ème
tunis,Ariana Ville,,124,2.0,1.0,Nouveau,
tunis,Ariana Ville,,124,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,458000.0,132,3.0,2.0,Moins d'un an,
tunis,Ariana Ville,311000.0,85,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,410000.0,117,2.0,2.0,Moins d'un an,
tunis,Gammarth,750000.0,160,2.0,3.0,1-5 ans,2ème
tunis,Ariana Ville,,116,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,520000.0,140,2.0,1.0,Bon état,
tunis,Les Berges Du Lac,1400000.0,210,2.0,2.0,Nouveau,
tunis,Cite El Khadra,210000.0,110,,,,
tunis,Les Berges Du Lac,1215000.0,164,2.0,2.0,Nouveau,
tunis,Ariana Ville,413000.0,69,1.0,1.0,,1er
tunis,Ain Zaghouan,,140,,,,
tunis,Les Berges Du Lac,790000.0,183,3.0,2.0,Bon état,
tunis,Ariana Ville,1350000.0,200,2.0,3.0,5-10 ans,3ème
tunis,La Goulette,250000.0,74,,,,
tunis,Bab El Khadra,770000.0,140,13.0,7.0,Bon état,
tunis,Ariana Ville,720000.0,175,3.0,3.0,10-20 ans,3ème
tunis,Ettahrir,190000.0,90,2.0,1.0,10-20 ans,
tunis,Ain Zaghouan,378000.0,117,2.0,1.0,Nouveau,
tunis,Sidi Hassine,,150,1.0,,À rénover,2ème
tunis,Ariana Ville,480000.0,90,2.0,1.0,Nouveau,
tunis,Ain Zaghouan,780000.0,165,4.0,2.0,1-5 ans,4ème
tunis,Ariana Ville,669000.0,126,2.0,1.0,Moins d'un an,3ème
tunis,El Menzah 7,310000.0,70,1.0,1.0,Moins d'un an,2ème
tunis,Gammarth,290000.0,110,3.0,2.0,Bon état,
tunis,Ain Zaghouan,734000.0,163,3.0,2.0,Nouveau,
tunis,Aouina,,127,2.0,2.0,Moins d'un an,4ème
tunis,Ain Zaghouan,295000.0,137,3.0,2.0,Bon état,
tunis,Ariana Ville,413000.0,75,1.0,1.0,Nouveau,
tunis,Ain Zaghouan,,86,1.0,1.0,5-10 ans,
tunis,Ariana Ville,330000.0,86,2.0,1.0,Moins d'un an,1er
tunis,Ariana Ville,827000.0,196,2.0,3.0,Moins d'un an,
tunis,Ariana Ville,,300,3.0,3.0,Moins d'un an,
tunis,Ariana Ville,520000.0,130,3.0,1.0,Moins d'un an,1er
tunis,Ariana Ville,401000.0,119,3.0,2.0,Moins d'un an,
tunis,Ariana Ville,388000.0,101,2.0,1.0,Moins d'un an,2ème
tunis,Aouina,357000.0,118,2.0,1.0,Moins d'un an,
tunis,Gammarth,,178,2.0,2.0,1-5 ans,1er
tunis,Ain Zaghouan,727000.0,138,2.0,2.0,Nouveau,
tunis,Gammarth,700000.0,132,1.0,1.0,5-10 ans,1er
tunis,Gammarth,,120,1.0,1.0,Nouveau,
tunis,Ain Zaghouan,438440.0,121,2.0,2.0,Nouveau,
tunis,Ariana Ville,986000.0,175,3.0,2.0,Nouveau,
tunis,Ariana Ville,1100000.0,290,3.0,3.0,Moins d'un an,
tunis,Cite El Khadra,170000.0,90,2.0,1.0,30-50 ans,4ème
tunis,Ariana Ville,576800.0,103,2.0,1.0,Moins d'un an,2ème
tunis,Le Bardo,100000.0,54,3.0,1.0,30-50 ans,1er
tunis,Ariana Ville,,135,1.0,1.0,Nouveau,
tunis,Ariana Ville,800000.0,130,3.0,2.0,5-10 ans,
tunis,Cite El Khadra,385000.0,165,4.0,2.0,30-50 ans,6ème
tunis,El Ouardia,,300,4.0,2.0,10-20 ans,2ème
tunis,Les Berges Du Lac,,285,2.0,2.0,1-5 ans,4ème
tunis,Gammarth,750000.0,121,1.0,1.0,1-5 ans,1er
tunis,Gammarth,724500.0,207,3.0,3.0,Moins d'un an,2ème
tunis,Ariana Ville,350000.0,110,2.0,1.0,10-20 ans,
tunis,Gammarth,880000.0,137,2.0,2.0,Bon état,1er
tunis,Ariana Ville,490000.0,90,2.0,1.0,Nouveau,
tunis,El Manar,215000.0,117,3.0,1.0,30-50 ans,7ème
tunis,Gammarth,,209,3.0,3.0,Nouveau,
tunis,Ariana Ville,310000.0,83,2.0,1.0,10-20 ans,
tunis,Ain Zaghouan,,3,1.0,,Nouveau,
tunis,Ain Zaghouan,620000.0,202,4.0,2.0,Bon état,7ème
tunis,Ariana Ville,,65,1.0,1.0,Moins d'un an,
tunis,Ariana Ville,,106,2.0,1.0,Moins d'un an,
tunis,Gammarth,693700.0,138,2.0,1.0,Nouveau,
tunis,Gammarth,583800.0,139,2.0,2.0,Moins d'un an,
tunis,Gammarth,385000.0,140,2.0,1.0,Nouveau,
tunis,Gammarth,637828.0,142,2.0,2.0,Moins d'un an,1er
tunis,Gammarth,743230.0,136,2.0,1.0,Moins d'un an,1er
tunis,Ain Zaghouan,570000.0,136,2.0,2.0,Nouveau,
tunis,Ain Zaghouan,410000.0,71,2.0,2.0,Nouveau,
tunis,Ariana Ville,980000.0,200,3.0,3.0,1-5 ans,
tunis,Ariana Ville,490000.0,134,3.0,3.0,Bon état,
tunis,Ariana Ville,450000.0,133,,,,
tunis,Ariana Ville,753000.0,246,4.0,3.0,Bon état,
tunis,Ariana Ville,420000.0,115,2.0,1.0,1-5 ans,6ème
tunis,Ariana Ville,592600.0,99,2.0,1.0,Nouveau,
tunis,El Manar,495000.0,180,3.0,2.0,20-30 ans,2ème
tunis,Les Berges Du Lac,1400000.0,210,,,,
tunis,Ariana Ville,1097450.0,140,2.0,3.0,Moins d'un an,
tunis,Ariana Ville,592600.0,99,2.0,2.0,Moins d'un an,2ème
tunis,Ariana Ville,650000.0,170,3.0,2.0,5-10 ans,3ème
tunis,Ariana Ville,282000.0,67,1.0,1.0,Bon état,
tunis,Ariana Ville,296294.0,52,1.0,1.0,Nouveau,
tunis,Bab Bhar,420000.0,130,3.0,1.0,Bon état,
tunis,Ariana Ville,470000.0,147,2.0,2.0,1-5 ans,3ème
tunis,Bab Saadoun,240000.0,87,3.0,1.0,Bon état,
tunis,Aouina,422000.0,111,2.0,2.0,Nouveau,
tunis,Ariana Ville,499566.0,93,3.0,1.0,Nouveau,
tunis,Les Berges Du Lac,1580000.0,312,2.0,1.0,Nouveau,
tunis,Les Berges Du Lac,510000.0,123,2.0,2.0,Bon état,
tunis,Ain Zaghouan,478000.0,123,2.0,2.0,Nouveau,
tunis,Ariana Ville,790000.0,170,2.0,2.0,Moins d'un an,1er
tunis,Ariana Ville,2190000.0,280,4.0,4.0,Moins d'un an,
tunis,Ariana Ville,413000.0,88,2.0,2.0,Moins d'un an,1er
tunis,Ariana Ville,430000.0,125,3.0,2.0,Moins d'un an,
tunis,Ariana Ville,,129,2.0,2.0,Nouveau,
tunis,Ain Zaghouan,359000.0,103,2.0,2.0,Nouveau,
tunis,Ain Zaghouan,350000.0,63,1.0,1.0,Nouveau,
tunis,Ariana Ville,600000.0,186,,,,
tunis,Gammarth,550000.0,170,3.0,1.0,Bon état,
tunis,Ariana Ville,,181,3.0,2.0,Nouveau,
tunis,Ain Zaghouan,458000.0,117,3.0,2.0,Nouveau,
tunis,Les Berges Du Lac,,296,5.0,3.0,Bon état,
tunis,Ariana Ville,580000.0,160,3.0,3.0,Nouveau,
tunis,Ariana Ville,643500.0,117,2.0,1.0,Nouveau,
tunis,Ariana Ville,947300.0,252,3.0,3.0,Nouveau,1er
tunis,Ariana Ville,593000.0,154,2.0,3.0,Nouveau,
tunis,Ariana Ville,698701.0,126,2.0,1.0,Nouveau,
tunis,Ariana Ville,1314800.0,174,3.0,3.0,Moins d'un an,
tunis,Bab El Khadra,175000.0,144,3.0,1.0,Bon état,
tunis,El Ouardia,175000.0,120,,,,
tunis,Ariana Ville,650000.0,163,3.0,3.0,Moins d'un an,
tunis,Les Berges Du Lac,865000.0,194,3.0,2.0,Bon état,1er
tunis,Ain Zaghouan,245000.0,41,1.0,1.0,Nouveau,
tunis,Les Berges Du Lac,410000.0,100,2.0,1.0,Nouveau,
tunis,Ain Zaghouan,335000.0,60,1.0,1.0,Nouveau,
tunis,Ariana Ville,550000.0,176,2.0,2.0,1-5 ans,
tunis,Ariana Ville,760000.0,224,4.0,3.0,5-10 ans,
tunis,Ain Zaghouan,580000.0,165,3.0,1.0,1-5 ans,1er
tunis,Les Berges Du Lac,820000.0,185,3.0,2.0,Moins d'un an,
tunis,Ariana Ville,660000.0,145,2.0,2.0,Moins d'un an,1er
tunis,Gammarth,565100.0,147,2.0,1.0,Nouveau,
tunis,Bab Bhar,,123,2.0,1.0,Bon état,
tunis,Aouina,271000.0,121,2.0,1.0,Bon état,2ème
tunis,Gammarth,692453.0,138,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,734000.0,163,3.0,3.0,Moins d'un an,2ème
tunis,Ariana Ville,1350000.0,222,4.0,3.0,1-5 ans,1er
tunis,El Ouardia,380000.0,257,5.0,1.0,Nouveau,
tunis,Ariana Ville,160000.0,120,3.0,1.0,5-10 ans,2ème
tunis,Ariana Ville,363000.0,108,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,,222,4.0,3.0,1-5 ans,2ème
tunis,Aouina,260000.0,75,1.0,1.0,Bon état,
tunis,Ain Zaghouan,320000.0,150,2.0,2.0,Bon état,
tunis,Les Berges Du Lac,530000.0,111,2.0,1.0,5-10 ans,
tunis,Ariana Ville,750000.0,146,2.0,2.0,1-5 ans,20ème
tunis,Ariana Ville,450000.0,87,2.0,1.0,1-5 ans,5ème
ariana,La Soukra,140000.0,95,3.0,1.0,Bon état,
tunis,Ariana Ville,450000.0,82,2.0,1.0,Nouveau,
ariana,La Soukra,870000.0,300,,,,
ariana,Ariana Ville,980000.0,410,7.0,3.0,Bon état,
tunis,Les Berges Du Lac,760000.0,155,3.0,2.0,5-10 ans,
ariana,Cite El Ghazela,378100.0,110,2.0,1.0,Moins d'un an,
ariana,Cite El Ghazela,489800.0,139,3.0,2.0,Nouveau,3ème
ariana,La Soukra,,63,1.0,1.0,Moins d'un an,
ariana,Cite Ennasr,519000.0,152,3.0,3.0,Moins d'un an,5ème
ariana,Cite Ennasr,350000.0,128,3.0,1.0,1-5 ans,
ariana,La Soukra,495000.0,157,3.0,1.0,Nouveau,
ariana,La Soukra,470000.0,116,2.0,1.0,Nouveau,
ariana,La Soukra,380000.0,127,,,,
ariana,Ariana Ville,404000.0,143,2.0,2.0,Nouveau,
ariana,La Soukra,283370.0,83,,,,
ariana,La Soukra,405000.0,93,2.0,2.0,Nouveau,
ariana,La Soukra,520000.0,160,3.0,2.0,1-5 ans,6ème
ariana,El Menzah 7,270000.0,145,3.0,1.0,Bon état,1er
ariana,Ariana Ville,320000.0,102,,,,
ariana,Cite Ennasr,395000.0,167,3.0,1.0,Nouveau,
ariana,La Soukra,245000.0,130,2.0,1.0,Bon état,
ariana,Ariana Ville,190000.0,90,2.0,1.0,Bon état,3ème
ariana,La Soukra,635000.0,214,3.0,1.0,1-5 ans,3ème
ariana,La Soukra,445000.0,130,1.0,,1-5 ans,1er
ariana,Cite Ennasr,410000.0,140,3.0,3.0,Bon état,
ariana,Ariana Ville,169000.0,59,1.0,1.0,Bon état,2ème
ariana,La Soukra,,215,3.0,3.0,Moins d'un an,
ariana,Ariana Ville,350000.0,130,,,,
ariana,Raoued,500000.0,150,3.0,3.0,Bon état,
ariana,Ariana Ville,411000.0,147,3.0,3.0,Nouveau,
ariana,La Soukra,457000.0,111,2.0,2.0,Nouveau,
ariana,El Menzah 7,360000.0,130,3.0,2.0,5-10 ans,2ème
ariana,Cite Ennasr,195000.0,68,1.0,1.0,Bon état,3ème
ariana,Ariana Ville,345000.0,145,4.0,2.0,Bon état,
ariana,La Soukra,150000.0,100,2.0,1.0,Bon état,
ariana,La Soukra,665000.0,225,2.0,2.0,1-5 ans,
ariana,El Menzah 7,385810.0,81,1.0,1.0,1-5 ans,1er
ariana,La Soukra,,89,2.0,2.0,Moins d'un an,
ariana,La Soukra,494530.0,122,2.0,1.0,Moins d'un an,2ème
ariana,Ariana Ville,,169,2.0,1.0,1-5 ans,
ariana,La Soukra,457492.0,113,2.0,2.0,Nouveau,
ariana,Cite Ennasr,495000.0,129,4.0,1.0,Bon état,
ariana,El Menzah 7,365000.0,157,3.0,1.0,Bon état,
ariana,La Soukra,,122,2.0,2.0,Moins d'un an,
ariana,La Soukra,541000.0,122,3.0,2.0,Moins d'un an,1er
ariana,Cite El Ghazela,599700.0,175,3.0,1.0,Moins d'un an,
ariana,Cite Ennasr,,80,1.0,1.0,Bon état,
ariana,Cite El Ghazela,364600.0,129,2.0,1.0,Moins d'un an,1er
ariana,Cite El Ghazela,495700.0,171,3.0,2.0,Moins d'un an,
ariana,Cite El Ghazela,384000.0,136,2.0,1.0,Moins d'un an,1er
ariana,Cite El Ghazela,349300.0,134,2.0,1.0,Moins d'un an,4ème
ariana,Cite El Ghazela,324000.0,117,2.0,1.0,Moins d'un an,5ème
ariana,La Soukra,282000.0,63,1.0,1.0,Nouveau,
ariana,Ariana Ville,,137,3.0,2.0,À rénover,
ariana,Cite El Ghazela,322300.0,111,2.0,1.0,Moins d'un an,5ème
ariana,Cite Ennasr,255000.0,90,2.0,1.0,Bon état,
ariana,La Soukra,368100.0,93,,,,
ariana,Cite El Ghazela,285800.0,104,2.0,2.0,Moins d'un an,6ème
ariana,Cite El Ghazela,418600.0,173,3.0,1.0,Nouveau,
ariana,Cite El Ghazela,387800.0,151,3.0,1.0,Nouveau,
ariana,Ariana Ville,,95,2.0,1.0,Nouveau,3ème
ariana,Cite El Ghazela,498400.0,194,3.0,1.0,Nouveau,
ariana,Cite El Ghazela,392000.0,140,2.0,1.0,Nouveau,
ariana,La Soukra,690000.0,167,3.0,1.0,Nouveau,
ariana,La Soukra,430000.0,140,2.0,1.0,Nouveau,
ariana,La Soukra,285000.0,70,1.0,1.0,Nouveau,2ème
ariana,La Soukra,505000.0,157,3.0,1.0,Nouveau,
ariana,La Soukra,396000.0,99,2.0,1.0,Nouveau,2ème
ariana,La Soukra,237000.0,78,1.0,1.0,Moins d'un an,1er
ariana,La Soukra,320000.0,84,1.0,1.0,Bon état,
ariana,La Soukra,395000.0,143,2.0,2.0,Bon état,7ème
ariana,La Soukra,430000.0,138,2.0,2.0,Bon état,
ariana,El Menzah 7,212000.0,70,2.0,1.0,Bon état,
ariana,El Menzah 7,200000.0,75,1.0,1.0,1-5 ans,3ème
ariana,Cite Ennasr,460000.0,146,3.0,1.0,Bon état,
ariana,Cite Ennasr,365000.0,130,3.0,2.0,Bon état,
ariana,Cite Ennasr,395000.0,116,2.0,2.0,Moins d'un an,4ème
ariana,Cite Ennasr,315000.0,100,1.0,1.0,1-5 ans,4ème
ariana,Cite El Ghazela,335000.0,144,3.0,2.0,Nouveau,
ariana,El Menzah 7,235000.0,140,3.0,2.0,Bon état,
ariana,La Soukra,295000.0,60,1.0,1.0,Nouveau,
ariana,La Soukra,480000.0,115,2.0,2.0,Moins d'un an,1er
ariana,La Soukra,285000.0,120,1.0,1.0,1-5 ans,
ariana,Cite Ennasr,,109,2.0,2.0,Moins d'un an,
ariana,El Menzah 7,260000.0,100,,,,
ariana,La Soukra,570501.0,148,3.0,2.0,Nouveau,
ariana,La Soukra,234500.0,59,1.0,1.0,Nouveau,
ariana,La Soukra,250000.0,99,2.0,1.0,Bon état,
ariana,La Soukra,,170,3.0,3.0,Moins d'un an,1er
ariana,La Soukra,425000.0,153,2.0,2.0,Moins d'un an,2ème
ariana,La Soukra,275000.0,74,2.0,1.0,Bon état,
ariana,El Menzah 7,330000.0,150,,,,
ariana,Ariana Ville,370000.0,132,3.0,2.0,Bon état,
ariana,Raoued,370000.0,538,4.0,2.0,Bon état,
ariana,Raoued,,120,1.0,2.0,1-5 ans,2ème
ariana,Ariana Ville,230000.0,130,3.0,2.0,Bon état,
ariana,La Soukra,396000.0,120,2.0,2.0,Nouveau,
ariana,El Menzah 7,175000.0,63,1.0,1.0,Bon état,
ariana,Cite Ennasr,187000.0,55,1.0,1.0,1-5 ans,1er
ariana,El Menzah 7,175000.0,50,1.0,1.0,Bon état,
ariana,Ariana Ville,700000.0,155,4.0,2.0,Nouveau,
ariana,Cite Ennasr,400000.0,200,3.0,2.0,Nouveau,
ariana,La Soukra,380000.0,112,3.0,1.0,Nouveau,
ariana,Raoued,1500000.0,365,19.0,10.0,Bon état,
ariana,Cite El Ghazela,284800.0,89,2.0,1.0,Moins d'un an,
ariana,Ariana Ville,250000.0,86,2.0,1.0,Nouveau,
ariana,La Soukra,330000.0,111,2.0,1.0,Bon état,
ariana,Cite Ennasr,180000.0,39,1.0,1.0,Nouveau,
ariana,La Soukra,511640.0,123,2.0,2.0,Moins d'un an,1er
ariana,Ariana Ville,175000.0,70,2.0,1.0,Bon état,
ariana,La Soukra,180000.0,80,2.0,,,
ariana,Raoued,330000.0,144,3.0,2.0,Moins d'un an,
ariana,Raoued,295000.0,127,3.0,2.0,Moins d'un an,
ariana,La Soukra,,62,1.0,1.0,Moins d'un an,
ariana,La Soukra,,125,2.0,2.0,Moins d'un an,
ariana,La Soukra,197600.0,76,1.0,,1-5 ans,1er
ariana,Cite El Ghazela,375000.0,136,2.0,1.0,Moins d'un an,1er
ariana,Cite El Ghazela,,111,2.0,1.0,Nouveau,
ariana,Cite El Ghazela,,150,3.0,1.0,Nouveau,
ariana,Cite El Ghazela,,136,2.0,1.0,Nouveau,
ariana,Cite El Ghazela,526400.0,188,3.0,2.0,Moins d'un an,
ariana,La Soukra,,158,3.0,3.0,Nouveau,1er
ariana,El Menzah 7,,104,2.0,2.0,Nouveau,
ariana,La Soukra,,106,2.0,2.0,Moins d'un an,
ariana,La Soukra,650000.0,214,3.0,3.0,1-5 ans,1er
ariana,Cite Ennasr,,64,1.0,1.0,Moins d'un an,
ariana,Cite Ennasr,,63,1.0,1.0,Moins d'un an,
ariana,La Soukra,445000.0,152,3.0,3.0,1-5 ans,1er
ariana,La Soukra,,116,2.0,2.0,Moins d'un an,
ariana,Cite Ennasr,,67,1.0,1.0,Moins d'un an,
ariana,La Soukra,371800.0,143,3.0,3.0,1-5 ans,1er
ariana,La Soukra,,107,2.0,2.0,Moins d'un an,5ème
ariana,La Soukra,365000.0,130,2.0,2.0,Moins d'un an,2ème
ariana,La Soukra,,110,2.0,2.0,Moins d'un an,1er
ariana,La Soukra,,148,3.0,3.0,Moins d'un an,
ariana,Cite Ennasr,,66,1.0,1.0,Moins d'un an,
ariana,La Soukra,467461.0,117,2.0,2.0,Nouveau,
ariana,La Soukra,,153,3.0,3.0,Moins d'un an,
ariana,Raoued,135000.0,57,1.0,1.0,Moins d'un an,
ariana,Cite Ennasr,450000.0,150,3.0,2.0,Bon état,
ariana,La Soukra,405784.0,97,2.0,2.0,Nouveau,
ariana,Cite El Ghazela,234400.0,71,1.0,1.0,Moins d'un an,
ariana,La Soukra,,126,2.0,2.0,Nouveau,1er
ariana,La Soukra,,114,2.0,2.0,Moins d'un an,1er
ariana,El Menzah 7,,3,1.0,,Nouveau,
