gouvernorat,delegation,prix,superficie,chambres,salle_de_bains,etat,etage
tunis,Ariana Ville,1237000.0,225,3.0,3.0,1-5 ans,1er
tunis,Ariana Ville,375000.0,74,1.0,1.0,Moins d'un an,
tunis,Le Bardo,170000.0,74,,,,
tunis,Gammarth,2500000.0,150,2.0,1.0,Bon état,
tunis,Gammarth,550000.0,95,2.0,1.0,Nouveau,
tunis,Gammarth,465000.0,165,3.0,2.0,1-5 ans,2ème
tunis,Ain Zaghouan,650000.0,140,2.0,2.0,Nouveau,
tunis,La Goulette,440000.0,114,,,,
tunis,Ain Zaghouan,320000.0,100,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,210000.0,65,2.0,1.0,Moins d'un an,
tunis,Le Bardo,195000.0,116,,,,
tunis,Gammarth,490000.0,175,3.0,2.0,Moins d'un an,2ème
tunis,Les Berges Du Lac,,220,3.0,3.0,5-10 ans,3ème
tunis,Ain Zaghouan,450000.0,132,2.0,1.0,Nouveau,
tunis,Ariana Ville,850000.0,220,3.0,2.0,Moins d'un an,5ème
tunis,Aouina,,130,2.0,1.0,1-5 ans,
tunis,Aouina,260000.0,64,2.0,1.0,Bon état,
tunis,Les Berges Du Lac,600000.0,170,3.0,1.0,Bon état,
tunis,Ariana Ville,380000.0,200,2.0,1.0,Bon état,
tunis,Ariana Ville,875000.0,163,4.0,3.0,Moins d'un an,1er
tunis,Ariana Ville,472590.0,102,2.0,2.0,Nouveau,
tunis,El Manar,230000.0,86,2.0,2.0,1-5 ans,
tunis,Les Berges Du Lac,,183,3.0,2.0,Nouveau,
tunis,El Manar,210000.0,90,,,,
tunis,Ariana Ville,1000000.0,212,,,,
tunis,Cite El Khadra,550000.0,137,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,,118,,,,
tunis,Cite El Khadra,155000.0,95,,,,
tunis,Ariana Ville,768500.0,145,2.0,,Nouveau,
tunis,Gammarth,1200000.0,150,,,,
tunis,Ariana Ville,1050000.0,220,,,,
tunis,La Goulette,465000.0,179,,,,
tunis,La Goulette,265000.0,110,,,,
tunis,Gammarth,500000.0,120,3.0,2.0,Bon état,
tunis,Ariana Ville,320000.0,72,1.0,1.0,Bon état,
tunis,Ain Zaghouan,700000.0,140,2.0,2.0,Bon état,
tunis,Ariana Ville,195000.0,90,2.0,1.0,Bon état,
tunis,Ain Zaghouan,300000.0,117,1.0,1.0,1-5 ans,2ème
tunis,Ariana Ville,680000.0,300,4.0,1.0,Nouveau,
tunis,Ariana Ville,175000.0,90,2.0,1.0,10-20 ans,2ème
tunis,Les Berges Du Lac,,209,2.0,3.0,Moins d'un an,
tunis,El Omrane,150000.0,115,2.0,1.0,Bon état,
tunis,Ariana Ville,845000.0,172,,,,
tunis,Ariana Ville,2800000.0,440,4.0,5.0,5-10 ans,
tunis,Les Berges Du Lac,530000.0,146,4.0,3.0,1-5 ans,
tunis,Ariana Ville,580000.0,164,,,,
tunis,Cite El Khadra,340000.0,163,,,,
tunis,Ariana Ville,895000.0,224,4.0,2.0,Nouveau,
tunis,Les Berges Du Lac,1150000.0,201,,,,
tunis,Ariana Ville,1200000.0,376,4.0,4.0,Nouveau,
tunis,Ariana Ville,780000.0,175,3.0,3.0,Bon état,
tunis,Ariana Ville,742000.0,140,3.0,2.0,Nouveau,
tunis,Ariana Ville,380000.0,83,1.0,1.0,Bon état,
tunis,Ariana Ville,650000.0,200,4.0,2.0,1-5 ans,
tunis,Aouina,265000.0,67,1.0,1.0,Moins d'un an,
tunis,Ain Zaghouan,312000.0,77,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,975000.0,240,4.0,3.0,Bon état,
tunis,Ariana Ville,640000.0,119,2.0,1.0,Nouveau,
tunis,Ariana Ville,440000.0,77,1.0,1.0,Moins d'un an,
tunis,Ariana Ville,340000.0,60,1.0,1.0,Bon état,
tunis,Ariana Ville,,114,2.0,1.0,Moins d'un an,
tunis,El Menzah 7,389000.0,100,1.0,2.0,Nouveau,
tunis,Ain Zaghouan,,57,1.0,1.0,Nouveau,
tunis,Ain Zaghouan,,208,3.0,3.0,Moins d'un an,
tunis,Aouina,,106,2.0,2.0,Moins d'un an,5ème
tunis,Ariana Ville,,119,2.0,2.0,Moins d'un an,1er
tunis,Ariana Ville,,124,2.0,2.0,Moins d'un an,4ème
tunis,Ain Zaghouan,660000.0,195,3.0,3.0,Moins d'un an,
tunis,Ariana Ville,445000.0,83,1.0,1.0,Moins d'un an,2ème
tunis,Ariana Ville,,112,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,368000.0,68,1.0,1.0,Moins d'un an,
tunis,Ariana Ville,,55,1.0,1.0,Moins d'un an,1er
tunis,Ariana Ville,,85,1.0,1.0,Moins d'un an,5ème
tunis,Ain Zaghouan,,157,3.0,3.0,Nouveau,
tunis,Ariana Ville,,174,3.0,3.0,Moins d'un an,
tunis,Ariana Ville,709000.0,129,,,Nouveau,
tunis,El Menzah 7,,195,3.0,3.0,Moins d'un an,3ème
tunis,Ariana Ville,320000.0,72,1.0,1.0,1-5 ans,2ème
tunis,Ain Zaghouan,,202,3.0,3.0,Moins d'un an,
tunis,Ariana Ville,500181.0,93,2.0,2.0,Moins d'un an,6ème
tunis,Gammarth,465000.0,165,3.0,2.0,Nouveau,
tunis,Les Berges Du Lac,440000.0,100,2.0,1.0,10-20 ans,3ème
tunis,Gammarth,490000.0,175,3.0,2.0,Nouveau,
tunis,Ariana Ville,,211,3.0,3.0,Moins d'un an,7ème
tunis,El Menzah 7,520000.0,129,3.0,2.0,Nouveau,
tunis,Ariana Ville,429000.0,125,3.0,2.0,Moins d'un an,
tunis,Ain Zaghouan,386000.0,117,2.0,1.0,Moins d'un an,2ème
tunis,Ariana Ville,1800000.0,354,4.0,3.0,Nouveau,
tunis,Ain Zaghouan,,130,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,680000.0,165,3.0,2.0,5-10 ans,2ème
tunis,Ain Zaghouan,720000.0,186,3.0,3.0,Moins d'un an,1er
tunis,Ariana Ville,349000.0,102,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,589111.0,110,2.0,2.0,Moins d'un an,8ème
tunis,El Menzah 7,555000.0,145,3.0,2.0,Nouveau,
tunis,Ain Zaghouan,,136,2.0,2.0,Moins d'un an,
tunis,El Manar,310000.0,140,3.0,2.0,20-30 ans,1er
tunis,Ain Zaghouan,,168,3.0,3.0,Moins d'un an,3ème
tunis,Ariana Ville,,63,1.0,1.0,Moins d'un an,
tunis,Ain Zaghouan,790000.0,269,3.0,2.0,Moins d'un an,3ème
tunis,Ariana Ville,,131,2.0,2.0,Moins d'un an,1er
tunis,Ariana Ville,780000.0,175,3.0,2.0,Moins d'un an,
tunis,Les Berges Du Lac,,210,2.0,3.0,Moins d'un an,
tunis,Ariana Ville,277000.0,83,2.0,1.0,Moins d'un an,
tunis,Ariana Ville,,117,2.0,,,
tunis,Ariana Ville,641000.0,117,2.0,2.0,Nouveau,2ème
tunis,Ariana Ville,,117,2.0,2.0,Nouveau,
tunis,Ariana Ville,798000.0,151,3.0,3.0,Nouveau,1er
tunis,Ariana Ville,,151,3.0,3.0,Nouveau,
tunis,Ariana Ville,,65,1.0,1.0,Moins d'un an,2ème
tunis,Ariana Ville,,176,3.0,3.0,Moins d'un an,4ème
tunis,Ain Zaghouan,350000.0,131,2.0,1.0,1-5 ans,
tunis,El Menzah 7,,72,1.0,1.0,Nouveau,4ème
tunis,Ariana Ville,420000.0,105,2.0,1.0,Moins d'un an,2ème
tunis,Ariana Ville,,151,3.0,3.0,Nouveau,
tunis,Ariana Ville,320000.0,60,1.0,1.0,Bon état,
tunis,Ain Zaghouan,570000.0,144,2.0,1.0,5-10 ans,2ème
tunis,Ariana Ville,364000.0,110,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,,76,1.0,1.0,Moins d'un an,1er
tunis,Ain Zaghouan,,125,2.0,2.0,Moins d'un an,3ème
tunis,Ariana Ville,,243,4.0,3.0,Moins d'un an,6ème
tunis,Ariana Ville,897000.0,164,3.0,4.0,Nouveau,2ème
tunis,Ariana Ville,741000.0,140,3.0,2.0,Moins d'un an,7ème
tunis,Ariana Ville,,137,2.0,2.0,Moins d'un an,3ème
tunis,Ariana Ville,607000.0,110,2.0,2.0,Moins d'un an,2ème
tunis,Ain Zaghouan,,131,2.0,1.0,Moins d'un an,7ème
tunis,Ariana Ville,495000.0,140,3.0,2.0,10-20 ans,
tunis,Ariana Ville,,124,3.0,3.0,Moins d'un an,4ème
tunis,Ariana Ville,,151,2.0,,Moins d'un an,
tunis,Gammarth,350000.0,152,2.0,2.0,1-5 ans,2ème
tunis,Aouina,,202,3.0,2.0,10-20 ans,5ème
tunis,Ariana Ville,735000.0,150,3.0,3.0,Nouveau,2ème
tunis,Les Berges Du Lac,570000.0,160,4.0,1.0,Bon état,
tunis,Ain Zaghouan,457000.0,72,1.0,1.0,Moins d'un an,
tunis,Ain Zaghouan,740000.0,167,4.0,2.0,Moins d'un an,
tunis,Ain Zaghouan,1076000.0,205,3.0,3.0,Nouveau,
tunis,Ariana Ville,305000.0,72,1.0,1.0,1-5 ans,
tunis,Ariana Ville,1500000.0,115,3.0,2.0,Bon état,
tunis,Ariana Ville,,200,3.0,2.0,1-5 ans,
tunis,Bab El Khadra,130000.0,80,3.0,1.0,Bon état,
tunis,Ariana Ville,320000.0,72,1.0,1.0,10-20 ans,
tunis,Aouina,408646.0,120,2.0,1.0,Nouveau,
tunis,Gammarth,,650,4.0,3.0,Moins d'un an,1er
tunis,El Ouardia,480000.0,170,,,,
tunis,Ain Zaghouan,340000.0,71,1.0,2.0,Nouveau,
tunis,El Ouardia,125000.0,63,,,,
tunis,El Ouardia,175000.0,70,,,,
tunis,Aouina,240000.0,90,2.0,1.0,Bon état,
tunis,Ariana Ville,571650.0,103,2.0,1.0,Nouveau,
tunis,El Ouardia,280000.0,140,,,,
tunis,Ariana Ville,671000.0,117,2.0,2.0,Nouveau,
tunis,Ariana Ville,1350000.0,232,3.0,4.0,Nouveau,2ème
tunis,Aouina,220000.0,95,2.0,1.0,10-20 ans,5ème
tunis,Ariana Ville,1193500.0,217,4.0,3.0,Nouveau,1er
tunis,Aouina,288000.0,101,2.0,1.0,5-10 ans,5ème
tunis,Ariana Ville,764500.0,139,2.0,2.0,Moins d'un an,
tunis,La Goulette,260000.0,65,,,,
tunis,Ain Zaghouan,370000.0,70,1.0,1.0,Nouveau,
tunis,Ariana Ville,924000.0,168,3.0,3.0,Nouveau,
tunis,Gammarth,780000.0,206,3.0,2.0,Nouveau,
tunis,Ariana Ville,,102,2.0,1.0,Moins d'un an,2ème
tunis,Ain Zaghouan,740000.0,170,3.0,3.0,Moins d'un an,2ème
tunis,Gammarth,210000.0,108,,,,
tunis,Ariana Ville,490000.0,160,2.0,2.0,1-5 ans,
tunis,Ariana Ville,1095000.0,219,3.0,2.0,Moins d'un an,
tunis,Ariana Ville,700000.0,191,,,,
tunis,Le Bardo,,145,3.0,1.0,10-20 ans,3ème
tunis,Gammarth,295000.0,134,2.0,2.0,Moins d'un an,2ème
tunis,Ain Zaghouan,690000.0,173,3.0,3.0,5-10 ans,6ème
tunis,Ariana Ville,1600000.0,1074,5.0,5.0,Moins d'un an,
tunis,Ariana Ville,,100,2.0,1.0,Moins d'un an,2ème
tunis,El Menzah 7,773000.0,192,3.0,2.0,Moins d'un an,3ème
tunis,Aouina,,60,1.0,1.0,Moins d'un an,5ème
tunis,Ariana Ville,1800000.0,347,,,,
tunis,Aouina,180000.0,70,1.0,1.0,5-10 ans,6ème
tunis,Ariana Ville,443000.0,69,1.0,1.0,Nouveau,
tunis,El Menzah 7,255000.0,132,,,,
tunis,Ain Zaghouan,,122,2.0,2.0,Moins d'un an,3ème
tunis,Ariana Ville,675000.0,135,,,,
tunis,Sidi Hassine,196000.0,124,4.0,1.0,Moins d'un an,5ème
tunis,Aouina,260000.0,105,2.0,1.0,10-20 ans,2ème
tunis,Ariana Ville,785000.0,181,3.0,2.0,Moins d'un an,3ème
tunis,Aouina,401000.0,118,2.0,2.0,Moins d'un an,2ème
tunis,Ariana Ville,650000.0,140,3.0,4.0,Moins d'un an,
tunis,Ain Zaghouan,240000.0,125,2.0,2.0,10-20 ans,1er
tunis,Les Berges Du Lac,9000.0,296,3.0,3.0,5-10 ans,6ème
tunis,Aouina,330000.0,157,4.0,2.0,10-20 ans,2ème
tunis,Aouina,239700.0,71,1.0,1.0,Moins d'un an,1er
tunis,El Menzah 7,,120,3.0,2.0,20-30 ans,1er
tunis,Aouina,310000.0,122,2.0,1.0,5-10 ans,2ème
tunis,Aouina,240000.0,100,2.0,1.0,10-20 ans,6ème
tunis,Ariana Ville,780000.0,181,3.0,1.0,Nouveau,
tunis,Ariana Ville,350000.0,132,2.0,1.0,5-10 ans,1er
tunis,Aouina,327000.0,118,1.0,,Moins d'un an,
tunis,Montfleury,240000.0,170,3.0,1.0,Bon état,
tunis,Les Berges Du Lac,,190,3.0,3.0,Nouveau,
tunis,Ain Zaghouan,183000.0,58,1.0,,1-5 ans,
tunis,Ariana Ville,600000.0,118,2.0,2.0,Moins d'un an,
tunis,Aouina,340000.0,115,2.0,1.0,Bon état,2ème
tunis,Aouina,245000.0,77,2.0,1.0,10-20 ans,4ème
tunis,La Goulette,420000.0,195,4.0,1.0,20-30 ans,7ème
tunis,La Goulette,200000.0,350,,,,
tunis,Cite El Khadra,,120,2.0,1.0,Bon état,
tunis,Aouina,345000.0,97,2.0,1.0,Nouveau,
tunis,Aouina,280000.0,100,3.0,1.0,20-30 ans,2ème
tunis,Ariana Ville,797000.0,151,3.0,3.0,Nouveau,
tunis,Ariana Ville,750000.0,239,4.0,3.0,Nouveau,
tunis,Ain Zaghouan,280000.0,106,3.0,1.0,Bon état,
tunis,Cite El Khadra,520000.0,152,3.0,2.0,,
tunis,Ain Zaghouan,1126000.0,178,3.0,3.0,Moins d'un an,
tunis,Le Bardo,150000.0,70,2.0,1.0,10-20 ans,
tunis,Ariana Ville,930000.0,189,4.0,1.0,Nouveau,
tunis,Ariana Ville,400000.0,65,,,,
tunis,Bab El Khadra,220000.0,85,2.0,1.0,Bon état,3ème
tunis,Ariana Ville,593000.0,154,3.0,2.0,Bon état,
tunis,Ariana Ville,947300.0,252,4.0,2.0,Nouveau,
tunis,Bab El Khadra,190000.0,180,3.0,1.0,Bon état,3ème
tunis,Montfleury,,110,2.0,,10-20 ans,3ème
tunis,Ariana Ville,780000.0,204,,,,
tunis,El Manar,1800000.0,500,9.0,5.0,10-20 ans,
tunis,Ariana Ville,553500.0,123,2.0,2.0,Nouveau,
tunis,Gammarth,915000.0,180,3.0,2.0,Nouveau,
tunis,Ain Zaghouan,1100000.0,236,4.0,1.0,Nouveau,
tunis,Ain Zaghouan,245000.0,45,1.0,1.0,Moins d'un an,2ème
tunis,Aouina,360000.0,110,2.0,2.0,Moins d'un an,1er
tunis,El Menzah 7,430000.0,128,,,,
tunis,Les Berges Du Lac,1060000.0,244,,,,
tunis,Montfleury,200000.0,113,2.0,1.0,5-10 ans,4ème
tunis,Ariana Ville,365000.0,125,2.0,1.0,Nouveau,
tunis,Ariana Ville,405000.0,125,2.0,1.0,Nouveau,
tunis,Ain Zaghouan,245000.0,43,1.0,1.0,Nouveau,
tunis,Aouina,320000.0,90,2.0,2.0,10-20 ans,2ème
tunis,Ariana Ville,185000.0,98,2.0,1.0,Bon état,
tunis,El Ouardia,250000.0,110,2.0,1.0,Bon état,
tunis,El Omrane,,70,1.0,,Bon état,
tunis,El Manar,450000.0,180,4.0,1.0,20-30 ans,1er
tunis,Ain Zaghouan,,45,2.0,1.0,Nouveau,
tunis,Ariana Ville,170000.0,120,2.0,1.0,Bon état,2ème
tunis,Ain Zaghouan,750000.0,172,3.0,2.0,Nouveau,
tunis,Ariana Ville,250000.0,112,2.0,1.0,Bon état,
tunis,El Ouardia,240000.0,95,3.0,1.0,30-50 ans,
tunis,Ariana Ville,320000.0,72,1.0,1.0,Bon état,
tunis,Bab El Khadra,,384,1.0,,À rénover,1er
tunis,Gammarth,3000000.0,650,4.0,2.0,Bon état,
tunis,Ariana Ville,,110,2.0,1.0,1-5 ans,2ème
tunis,Aouina,350000.0,168,3.0,2.0,10-20 ans,4ème
tunis,Ain Zaghouan,500000.0,110,2.0,1.0,Nouveau,
tunis,Gammarth,1100000.0,2030,6.0,3.0,10-20 ans,1er
tunis,Aouina,524000.0,108,2.0,1.0,Moins d'un an,
tunis,Aouina,304000.0,75,1.0,1.0,Moins d'un an,4ème
tunis,Aouina,593000.0,174,3.0,3.0,Moins d'un an,3ème
tunis,Aouina,561000.0,165,3.0,3.0,Moins d'un an,1er
tunis,Cite El Khadra,433600.0,94,2.0,1.0,Nouveau,
tunis,El Omrane,120000.0,93,4.0,1.0,Bon état,
tunis,Les Berges Du Lac,790000.0,200,3.0,2.0,5-10 ans,3ème
tunis,Cite El Khadra,338235.0,57,1.0,1.0,Nouveau,
tunis,Ariana Ville,990000.0,275,3.0,2.0,Bon état,6ème
tunis,Cite El Khadra,,165,3.0,2.0,5-10 ans,6ème
tunis,Ariana Ville,510000.0,120,,,,
tunis,Ariana Ville,982000.0,174,,,,
tunis,Ain Zaghouan,,224,1.0,,10-20 ans,2ème
tunis,Aouina,460000.0,185,3.0,3.0,Bon état,
tunis,Cite El Khadra,400000.0,122,,,,
tunis,Ariana Ville,490000.0,90,2.0,1.0,Bon état,
tunis,Ariana Ville,,160,2.0,1.0,Bon état,
tunis,Ariana Ville,,225,3.0,2.0,Bon état,
tunis,Ariana Ville,830000.0,199,,,,
tunis,Ain Zaghouan,430000.0,153,3.0,2.0,Nouveau,
tunis,Ain Zaghouan,345000.0,62,1.0,1.0,Moins d'un an,
tunis,Les Berges Du Lac,300000.0,70,1.0,1.0,20-30 ans,
tunis,Ain Zaghouan,345000.0,63,1.0,1.0,Nouveau,3ème
tunis,Les Berges Du Lac,580000.0,120,2.0,1.0,5-10 ans,7ème
tunis,Ain Zaghouan,420000.0,140,3.0,2.0,Moins d'un an,5ème
tunis,El Manar,330000.0,114,2.0,1.0,20-30 ans,
tunis,Aouina,251850.0,72,1.0,1.0,Moins d'un an,4ème
tunis,Ariana Ville,420000.0,124,2.0,2.0,Moins d'un an,4ème
tunis,El Omrane,,110,3.0,1.0,Bon état,
tunis,Aouina,315000.0,100,2.0,2.0,Moins d'un an,5ème
tunis,Ariana Ville,265000.0,43,1.0,1.0,Nouveau,
tunis,Cite El Khadra,190000.0,84,,,,
tunis,Cite El Khadra,470000.0,103,,,,
tunis,Cite El Khadra,210000.0,88,,,,
tunis,Cite El Khadra,325000.0,173,,,,
tunis,Aouina,313000.0,130,3.0,2.0,Nouveau,7ème
tunis,Ariana Ville,,610,12.0,10.0,Moins d'un an,
tunis,Ariana Ville,540000.0,108,2.0,1.0,Nouveau,
tunis,El Menzah 7,445000.0,128,2.0,2.0,Nouveau,
tunis,Ariana Ville,320000.0,210,3.0,2.0,Bon état,
tunis,Bab Bhar,210000.0,117,4.0,1.0,Bon état,3ème
tunis,La Goulette,680000.0,178,3.0,3.0,Nouveau,
tunis,Cite El Khadra,580000.0,146,3.0,2.0,Bon état,
tunis,Ain Zaghouan,650000.0,173,3.0,2.0,Bon état,4ème
tunis,Les Berges Du Lac,,190,3.0,2.0,Bon état,
tunis,Ariana Ville,,74,1.0,1.0,Moins d'un an,
tunis,El Manar,,115,2.0,1.0,10-20 ans,4ème
tunis,Ariana Ville,440000.0,50,1.0,1.0,Bon état,
tunis,Gammarth,420000.0,176,3.0,2.0,Moins d'un an,1er
tunis,Ariana Ville,300000.0,110,3.0,1.0,Bon état,
tunis,Aouina,340000.0,92,1.0,1.0,Moins d'un an,5ème
tunis,Les Berges Du Lac,1500000.0,260,4.0,2.0,20-30 ans,3ème
tunis,Aouina,638000.0,168,3.0,2.0,Moins d'un an,1er
tunis,Aouina,750000.0,188,3.0,2.0,Moins d'un an,1er
tunis,Aouina,855000.0,290,3.0,2.0,Moins d'un an,
tunis,Aouina,540000.0,135,2.0,2.0,Moins d'un an,4ème
tunis,El Menzah 7,520000.0,152,3.0,2.0,5-10 ans,
tunis,Ariana Ville,770000.0,225,3.0,3.0,Bon état,
tunis,Ariana Ville,170000.0,120,3.0,2.0,Bon état,
tunis,El Manar,290000.0,115,3.0,2.0,Bon état,2ème
tunis,Ain Zaghouan,470000.0,146,3.0,2.0,1-5 ans,4ème
tunis,Aouina,270000.0,95,2.0,1.0,Bon état,
tunis,Cite El Khadra,380000.0,210,4.0,2.0,1-5 ans,3ème
tunis,Les Berges Du Lac,,81,1.0,1.0,Nouveau,2ème
tunis,Cite El Khadra,380000.0,137,2.0,2.0,Bon état,
tunis,Ain Zaghouan,360000.0,72,1.0,2.0,Moins d'un an,
tunis,Ariana Ville,620000.0,141,2.0,2.0,Nouveau,
tunis,Ariana Ville,,154,3.0,2.0,10-20 ans,
tunis,Gammarth,,85,2.0,1.0,5-10 ans,2ème
tunis,Montplaisir,195980.0,78,1.0,,Nouveau,
tunis,Ariana Ville,756000.0,168,3.0,3.0,Nouveau,
tunis,Le Bardo,,88,2.0,1.0,10-20 ans,3ème
tunis,Ariana Ville,300000.0,109,2.0,1.0,1-5 ans,4ème
tunis,Aouina,270000.0,97,2.0,1.0,Bon état,
tunis,Ariana Ville,698000.0,126,2.0,1.0,Nouveau,
tunis,Ariana Ville,850000.0,224,,,,
tunis,Ariana Ville,413000.0,86,1.0,1.0,Nouveau,
tunis,Cite El Khadra,350000.0,115,2.0,2.0,Bon état,
tunis,El Menzah 7,3100000.0,1003,6.0,3.0,10-20 ans,
tunis,El Ouardia,330000.0,220,,,,
tunis,Ariana Ville,250000.0,100,,,,
tunis,Gammarth,1700000.0,340,4.0,3.0,Bon état,
tunis,Ariana Ville,695000.0,150,3.0,2.0,Nouveau,
tunis,El Ouardia,160000.0,115,,,,
tunis,Les Berges Du Lac,,200,3.0,2.0,5-10 ans,2ème
tunis,Ariana Ville,700000.0,182,3.0,2.0,5-10 ans,5ème
tunis,Ettahrir,,85,2.0,1.0,10-20 ans,1er
tunis,Ariana Ville,210000.0,95,2.0,1.0,Bon état,
tunis,Aouina,,142,3.0,2.0,10-20 ans,3ème
tunis,Aouina,,96,2.0,2.0,Moins d'un an,2ème
tunis,Ain Zaghouan,850000.0,190,4.0,2.0,Moins d'un an,
tunis,Cite El Khadra,,77,4.0,1.0,30-50 ans,2ème
tunis,Montplaisir,252250.0,101,1.0,,Nouveau,
tunis,Bab Bhar,,70,1.0,1.0,Bon état,2ème
tunis,Aouina,355968.0,111,2.0,2.0,Moins d'un an,2ème
tunis,Ain Zaghouan,385000.0,79,1.0,1.0,Nouveau,
tunis,Ariana Ville,1450000.0,260,3.0,3.0,Moins d'un an,1er
tunis,Ariana Ville,,178,3.0,2.0,1-5 ans,1er
tunis,Les Berges Du Lac,1750000.0,400,4.0,2.0,10-20 ans,7ème
tunis,Ain Zaghouan,395000.0,2,1.0,,Nouveau,
tunis,Ariana Ville,700000.0,174,3.0,3.0,Bon état,
tunis,Ariana Ville,430000.0,86,2.0,1.0,Bon état,
tunis,Sidi Hassine,,124,4.0,1.0,Moins d'un an,5ème
tunis,Aouina,540000.0,173,2.0,1.0,Moins d'un an,
tunis,Ain Zaghouan,429000.0,78,1.0,1.0,Moins d'un an,
tunis,Gammarth,550000.0,132,,,,
tunis,Aouina,370000.0,125,3.0,1.0,1-5 ans,1er
tunis,Le Bardo,120000.0,76,2.0,1.0,10-20 ans,1er
tunis,Aouina,1050000.0,250,3.0,2.0,Moins d'un an,
tunis,Ariana Ville,320000.0,86,2.0,1.0,Bon état,
tunis,Ariana Ville,720000.0,183,,,,
tunis,Ariana Ville,325000.0,104,,,,
tunis,Gammarth,1350000.0,377,4.0,4.0,Nouveau,
tunis,Aouina,380000.0,132,3.0,2.0,Moins d'un an,5ème
tunis,Ain Zaghouan,490000.0,130,2.0,2.0,Moins d'un an,3ème
tunis,Ariana Ville,425000.0,103,3.0,2.0,Bon état,
tunis,Aouina,360000.0,130,3.0,1.0,5-10 ans,3ème
tunis,Bab Bhar,175000.0,97,2.0,1.0,Bon état,
tunis,Ariana Ville,578000.0,123,2.0,2.0,Moins d'un an,4ème
tunis,Ariana Ville,857000.0,203,2.0,3.0,Moins d'un an,
tunis,El Menzah 7,420000.0,120,2.0,1.0,Moins d'un an,1er
tunis,Ariana Ville,780000.0,130,,,,
tunis,Sijoumi,135000.0,100,3.0,1.0,1-5 ans,3ème
tunis,Sijoumi,,100,1.0,1.0,Bon état,2ème
tunis,Ariana Ville,442000.0,105,1.0,1.0,Moins d'un an,3ème
tunis,Bab Bhar,100000.0,50,2.0,1.0,Bon état,
tunis,Aouina,,159,3.0,1.0,Nouveau,
tunis,Cite El Khadra,470000.0,127,2.0,1.0,1-5 ans,
tunis,Bab Bhar,180000.0,104,3.0,1.0,Bon état,
tunis,Bab El Khadra,165000.0,90,2.0,1.0,10-20 ans,2ème
tunis,Ariana Ville,335000.0,147,,,,
tunis,Ariana Ville,1800000.0,274,4.0,5.0,Nouveau,
tunis,Ariana Ville,605000.0,126,2.0,2.0,Moins d'un an,2ème
tunis,Ariana Ville,1050000.0,208,2.0,2.0,Nouveau,
tunis,Gammarth,693000.0,242,2.0,1.0,Nouveau,
tunis,Ariana Ville,275000.0,176,3.0,2.0,1-5 ans,
tunis,Ariana Ville,,176,3.0,2.0,1-5 ans,
tunis,Ariana Ville,,228,3.0,2.0,5-10 ans,5ème
tunis,Ariana Ville,550000.0,112,,,,
tunis,Les Berges Du Lac,,267,3.0,2.0,Bon état,
tunis,El Ouardia,,100,2.0,1.0,10-20 ans,20ème
tunis,Ain Zaghouan,320000.0,140,3.0,1.0,10-20 ans,2ème
tunis,Ariana Ville,695000.0,150,3.0,3.0,Moins d'un an,1er
tunis,Ariana Ville,,245,,,,
tunis,Ariana Ville,1080000.0,190,,,,
tunis,El Menzah 7,195000.0,110,,,,
tunis,Gammarth,910000.0,243,4.0,1.0,Nouveau,
tunis,Ariana Ville,,127,2.0,1.0,1-5 ans,2ème
tunis,Le Bardo,210000.0,110,3.0,1.0,Bon état,2ème
tunis,Les Berges Du Lac,650000.0,208,4.0,3.0,10-20 ans,2ème
tunis,Aouina,482240.0,144,3.0,3.0,Moins d'un an,5ème
tunis,Aouina,261222.0,61,1.0,1.0,Moins d'un an,5ème
tunis,Ariana Ville,450000.0,100,2.0,1.0,1-5 ans,2ème
tunis,Ariana Ville,550000.0,160,3.0,2.0,Bon état,
tunis,Ariana Ville,628000.0,135,3.0,2.0,Moins d'un an,2ème
tunis,Les Berges Du Lac,1300000.0,220,3.0,3.0,1-5 ans,2ème
tunis,Ariana Ville,,81,2.0,1.0,Nouveau,
tunis,Bab Bhar,245000.0,130,5.0,1.0,Nouveau,
tunis,El Ouardia,275000.0,95,3.0,1.0,Nouveau,
tunis,Aouina,430000.0,220,2.0,2.0,Moins d'un an,
tunis,Ain Zaghouan,620000.0,175,3.0,2.0,Nouveau,
tunis,Aouina,750000.0,316,3.0,3.0,Moins d'un an,
tunis,La Goulette,330000.0,142,3.0,2.0,Bon état,
tunis,Aouina,450000.0,144,2.0,1.0,Moins d'un an,
tunis,Aouina,,108,2.0,2.0,Moins d'un an,4ème
tunis,Aouina,450000.0,125,3.0,2.0,Moins d'un an,1er
tunis,Aouina,319000.0,103,2.0,2.0,Moins d'un an,
tunis,Ariana Ville,380000.0,84,,,,
tunis,Ariana Ville,240000.0,112,2.0,1.0,Bon état,
tunis,Ariana Ville,400000.0,120,2.0,1.0,Nouveau,
tunis,Aouina,319000.0,156,4.0,1.0,Bon état,
tunis,Ariana Ville,,7,2.0,,Moins d'un an,1er
tunis,Ain Zaghouan,580000.0,144,4.0,3.0,Bon état,
